Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
164,"ML Giger, K Suzuki","Computer-aided diagnosis",2008,"Biomedical information technology, 359-XXII","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13321826893658078259",11,"2020-08-12 21:56:32","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:SnGPuo6Feq8C",,,,,164,13.67,82,2,12,""
162,"N Karssemeijer, JDM Otten, ALM Verbeek, JH Groenewoud, ...","Computer-aided detection versus independent double reading of masses on mammograms",2003,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16373838688891246219",12,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:qjMakFHDy7sC",227,1,192,200,162,9.53,32,5,17,""
161,"GM Te Brake, N Karssemeijer","Single and multiscale detection of masses in digital mammograms",1999,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9014789287224804562",13,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:UeHWp8X0CEIC",18,7,628,639,161,7.67,81,2,21,""
154,"ML Giger, N Karssemeijer, SG Armato","Computer-aided diagnosis in medical imaging.",2001,"","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2190644524997558672",14,"2020-08-12 21:56:32","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:Y0pCki6q_DkC",,,,,154,8.11,51,3,19,""
151,"GM te Brake, N Karssemeijer, JHCL Hendriks","An automatic method to discriminate malignant masses from normal tissue in digital mammograms1",2000,"Physics in Medicine & Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11284350184411772588",15,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:YsMSGLbcyi4C",45,10,2843,2843,151,7.55,50,3,20,""
149,"ML Giger, N Karssemeijer, JA Schnabel","Breast image analysis for risk assessment, detection, diagnosis, and treatment of cancer",2013,"Annual review of biomedical engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6411119075964017758",16,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ClCfbGk0d_YC",15,,327,357,149,21.29,50,3,7,""
141,"N Karssemeijer, AM Bluekens, D Beijerinck, JJ Deurenberg, M Beekman, ...","Breast cancer screening results 5 years after introduction of digital mammography in a population-based screening program",2009,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16468124394640893915",17,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ULOm3_A8WrAC",253,2,353,358,141,12.82,24,6,11,""
133,"WJH Veldkamp, N Karssemeijer, JDM Otten, JHCL Hendriks","Automated classification of clustered microcalcifications into malignant and benign types",2000,"Medical Physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13216335598903608465",18,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:W7OEmFMy1HYC",27,11,2600,2608,133,6.65,33,4,20,""
128,"BE Bejnordi, G Litjens, N Timofeeva, I Otte-Höller, A Homeyer, ...","Stain specific standardization of whole-slide histopathological images",2015,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11832967785880346265",19,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:otzGkya1bYkC",35,2,404,415,128,25.60,21,6,5,""
124,"M Ghafoorian, A Mehrtash, T Kapur, N Karssemeijer, E Marchiori, ...","Transfer learning for domain adaptation in mri: Application in brain lesion segmentation",2017,"International conference on medical image computing and computer-assisted …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14433108461414425390",20,"2020-08-12 21:56:32","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:w0F2JDEymm0C",,,,,124,41.33,21,6,3,""
122,"JA van Dalen, AL Hoffmann, V Dicken, WV Vogel, B Wiering, TJ Ruers, ...","A novel iterative method for lesion delineation and volumetric quantification with FDG PET",2007,"Nuclear medicine communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9089375917348682570",21,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:4TOpqqG69KYC",28,6,485,493,122,9.38,17,7,13,""
121,"N Karssemeijer, JT Frieling, JH Hendriks","Spatial resolution in digital mammography.",1993,"Investigative radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1209704105351459911",22,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:zYLM7Y9cAGgC",28,5,413,419,121,4.48,40,3,27,""
119,"PC Vos, JO Barentsz, N Karssemeijer, HJ Huisman","Automatic computer-aided detection of prostate cancer based on multiparametric magnetic resonance image analysis",2012,"Physics in Medicine & Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13455779673289424103",23,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:uLbwQdceFCQC",57,6,1527,1527,119,14.88,30,4,8,""
117,"M Ghafoorian, N Karssemeijer, T Heskes, IWM van Uden, CI Sanchez, ...","Location sensitive deep convolutional neural networks for segmentation of white matter hyperintensities",2017,"Scientific Reports","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5144190841808936245",24,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:PyEswDtIyv0C",7,1,1,12,117,39.00,20,6,3,""
116,"N Karssemeijer","A stochastic model for automated detection of calcifications in digital mammograms",1991,"Biennial International Conference on Information Processing in Medical …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14886346179113346738",25,"2020-08-12 21:56:32","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:HbR8gkJAVGIC",,,,,116,4.00,116,1,29,""
115,"AMJ Bluekens, R Holland, N Karssemeijer, MJM Broeders, ...","Comparison of digital screening mammography and screen-film mammography in the early detection of clinically relevant cancers: a multicenter study",2012,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1545261100148519203",26,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:VaXvl8Fpj5cC",265,3,707,714,115,14.38,23,5,8,""
115,"JDM Otten, N Karssemeijer, JHCL Hendriks, JH Groenewoud, ...","Effect of recall rate on earlier screen detection of breast cancers based on the Dutch performance indicators",2005,"Journal of the National Cancer Institute","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12384820780576153322",27,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:UebtZRa9Y70C",97,10,748,754,115,7.67,23,5,15,""
113,"MU Dalmış, G Litjens, K Holland, A Setio, R Mann, N Karssemeijer, ...","Using deep learning to segment breast and fibroglandular tissue in MRI volumes",2017,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9993343296257816404",28,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:RoXSNcbkSzsC",44,2,533,546,113,37.67,16,7,3,""
113,"RM Mann, RD Mus, J van Zelst, C Geppert, N Karssemeijer, B Platel","A novel approach to contrast-enhanced breast magnetic resonance imaging for screening: high-resolution ultrafast dynamic imaging",2014,"Investigative radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10399546970199943856",29,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:DJbcl8HfkQkC",49,9,579,585,113,18.83,19,6,6,""
111,"A Gubern-Mérida, M Kallenberg, B Platel, RM Mann, R Martí, ...","Volumetric breast density estimation from full-field digital mammograms: a validation study",2014,"PloS one","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9649554823203874553",30,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:2VqYfGB8ITEC",9,1,85952,,111,18.50,19,6,6,""
109,"GM Te Brake, N Karssemeijer","Segmentation of suspicious densities in digital mammograms",2001,"Medical Physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15867724720093407015",31,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ufrVoPGSRksC",28,2,259,266,109,5.74,55,2,19,""
107,"WJH Veldkamp, MAO Thijssen, N Karssemeijer","The value of scatter removal by a grid in full field digital mammography",2003,"Medical Physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12702105315186627727",32,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:hqOjcs7Dif8C",30,7,1712,1718,107,6.29,36,3,17,""
106,"KJ McLoughlin, PJ Bones, N Karssemeijer","Noise equalization for detection of microcalcification clusters in direct digital mammogram images",2004,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8745936118971532376",33,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:5nxA0vEk-isC",23,3,313,320,106,6.63,35,3,16,""
106,"GM te Brake, N Karssemeijer, JH Hendriks","Automated detection of breast carcinomas not detected in a screening program.",1998,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3316279620693133833",34,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:Tyk-4Ss8FVUC",207,2,465,471,106,4.82,35,3,22,""
105,"JH Hendriks, R Holland, N Karssemeijer, JD Otten, H Straatman, ...","Changes in mammographic breast density and concomitant changes in breast cancer risk.",1999,"European journal of cancer prevention: the official journal of the European …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12917222000575413863",35,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:LkGwnXOMwfcC",,,,,105,5.00,18,6,21,""
103,"C Varela, S Timp, N Karssemeijer","Use of border information in the classification of mammographic masses",2006,"Physics in medicine & biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11079177198401411462",36,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:Se3iqnhoufwC",51,2,425,425,103,7.36,34,3,14,""
101,"S van Engeland, P Snoeren, J Hendriks, N Karssemeijer","A comparison of methods for mammogram registration",2003,"IEEE Transactions on Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9254307573267034363",37,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:_FxGoFyzp5QC",22,11,1436,1444,101,5.94,25,4,17,""
91,"N Karssemeijer, MAO Thijssen","Determination of contrast-detail curves of mammography systems by automated image analysis",1996,"Digital mammography","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11701657857381569600",38,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:_kc_bZDykSQC",96,,155,160,91,3.79,46,2,24,""
90,"A Gubern-Merida, M Kallenberg, RM Mann, R Marti, N Karssemeijer","Breast segmentation and density estimation in breast MRI: a fully automatic framework",2014,"IEEE journal of biomedical and health informatics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13886477572492923291",39,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:vDZJ-YLwNdEC",19,1,349,357,90,15.00,18,5,6,""
90,"S Timp, C Varela, N Karssemeijer","Temporal change analysis for characterization of mass lesions in mammography",2007,"IEEE Transactions on Medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1885078493541058117",40,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:aqlVkmm33-oC",26,7,945,953,90,6.92,30,3,13,""
89,"N Karssemeijer, G Te Brake","Combining single view features and asymmetry for detection of mass lesions",1998,"Digital Mammography","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12693750825316041625",41,"2020-08-12 21:56:32","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:roLk4NBRz8UC",,,95,102,89,4.05,45,2,22,""
88,"A Gubern-Mérida, R Martí, J Melendez, JL Hauth, RM Mann, ...","Automated localization of breast cancer in DCE-MRI",2015,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10687699890920421893",42,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:gVv57TyPmFsC",20,1,265,274,88,17.60,15,6,5,""
88,"WJH Veldkamp, N Karssemeijer","Normalization of local contrast in mammograms",2000,"IEEE Transactions on Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5530446128328601250",43,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:0EnyYjriUFMC",19,7,731,738,88,4.40,44,2,20,""
85,"M Ghafoorian, N Karssemeijer, T Heskes, M Bergkamp, J Wissink, J Obels, ...","Deep multi-scale location-aware 3D convolutional neural networks for automated detection of lacunes of presumed vascular origin",2017,"NeuroImage: Clinical","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14192982400070367057",44,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:U_HPUtbDl20C",14,,391,399,85,28.33,12,7,3,""
82,"N Karssemeijer","Stochastic model for automated detection of calcifications in digital mammograms",1992,"Image and vision computing","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8096424949949482994",45,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:9yKSN-GCB0IC",10,6,369,375,82,2.93,82,1,28,""
77,"N Karssemeijer, J Hendriks","Computer-assisted reading of mammograms",1997,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13081081092293424459",46,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:WF5omc3nYNoC",7,5,743,748,77,3.35,39,2,23,""
75,"BE Bejnordi, G Zuidhof, M Balkenhol, M Hermsen, P Bult, B van Ginneken, ...","Context-aware stacked convolutional neural networks for classification of breast carcinomas in whole-slide histopathology images",2017,"Journal of Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10616853499280907465",47,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ziOE8S1-AIUC",4,4,44504,44504,75,25.00,11,7,3,""
75,"T Tan, B Platel, H Huisman, CI Sánchez, R Mus, N Karssemeijer","Computer-aided lesion diagnosis in automated 3-D breast ultrasound using coronal spiculation",2012,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=920988454317757286",48,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:B3FOqHPlNUQC",31,5,1034,1042,75,9.38,13,6,8,""
75,"N Karssemeijer, GM Te Brake","Method and apparatus for automated detection of masses in digital mammograms",2001,"US Patent 6,301,378","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10804241100259391767",49,"2020-08-12 21:56:32","Patent","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:Zph67rFs4hoC",,,,,75,3.95,38,2,19,""
73,"S van Engeland, N Karssemeijer","Combining two mammographic projections in a computer aided mass detection method",2007,"Medical Physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1290158304389131269",50,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:YOwf2qJgpHMC",34,3,898,905,73,5.62,37,2,13,""
72,"MJ Emaus, MF Bakker, PHM Peeters, CE Loo, RM Mann, MDF De Jong, ...","MR imaging as an additional screening modality for the detection of breast cancer in women aged 50–75 years with extremely dense breasts: the DENSE trial study design",2015,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11553070516898932123",51,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:4xDN1ZYqzskC",277,2,527,537,72,14.40,10,7,5,""
70,"T Tan, B Platel, R Mus, L Tabar, RM Mann, N Karssemeijer","Computer-aided detection of cancer in automated 3-D breast ultrasound",2013,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7682914345881547785",52,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:rmuvC79q63oC",32,9,1698,1706,70,10.00,12,6,7,""
70,"M Lokate, MGJ Kallenberg, N Karssemeijer, MAAJ Van den Bosch, ...","Volumetric breast density from full-field digital mammograms and its association with breast cancer risk factors: a comparison with a threshold method",2010,"Cancer Epidemiology and Prevention Biomarkers","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7815225352498783242",53,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:pyW8ca7W8N0C",19,12,3096,3105,70,7.00,14,5,10,""
70,"JR Roehrig, T Doi, N Karssemeijer, GM Te Brake","Method and system for detection of suspicious lesions in digital mammograms using a combination of spiculation and density signals",2001,"US Patent 6,198,838","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6601313587707234787",54,"2020-08-12 21:56:32","Patent","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:kNdYIx-mwKoC",,,,,70,3.68,18,4,19,""
67,"M Samulski, R Hupse, C Boetes, RDM Mus, GJ den Heeten, ...","Using computer-aided detection in mammography as a decision support",2010,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4560188704602657719",55,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:lSLTfruPkqcC",20,10,2323,2330,67,6.70,11,6,10,""
67,"AAJ Roelofs, N Karssemeijer, N Wedekind, C Beck, S van Woudenberg, ...","Importance of Comparison of Current and Prior Mammograms in Breast Cancer Screening1",2007,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15832914948995714833",56,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&pagesize=100&citation_for_view=ca7SqLQAAAAJ:4DMP91E08xMC",242,1,70,77,67,5.15,11,6,13,""
