Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
326,"M Galanski, M Prokop, A Chavan, CM Schaefer, K Jandeleit, ...","Renal arterial stenoses: spiral CT angiography.",1993,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6100577287151225155",11,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:2osOgNQ5qMEC",189,1,185,192,326,12.07,54,6,27,""
320,"I Sluimer, M Prokop, B Van Ginneken","Toward automated segmentation of the pathological lung in CT",2005,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=884962951440896774",12,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:zYLM7Y9cAGgC",24,8,1025,1038,320,21.33,107,3,15,""
315,"M Prokop","Multislice CT angiography",2000,"European journal of radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7449795886961422623",13,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:IjCSPb-OGe4C",36,2,86,96,315,15.75,315,1,20,""
297,"C Schueller-Weidekamm, CM Schaefer-Prokop, M Weber, CJ Herold, ...","CT Angiography of Pulmonary Arteries to Detect Pulmonary Embolism: Improvement of Vascular Enhancement with Low Kilovoltage Settings1",2006,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11537335610061122251",14,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:Tyk-4Ss8FVUC",241,3,899,907,297,21.21,59,5,14,""
291,"AAA Setio, A Traverso, T De Bel, MSN Berens, C van den Bogaard, ...","Validation, comparison, and combination of algorithms for automatic detection of pulmonary nodules in computed tomography images: the LUNA16 challenge",2017,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2084538205545992787",15,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:g_UdREhPGEoC",42,,1,13,291,97.00,49,6,3,""
290,"JWJ Beulens, ML Bots, F Atsma, MLEL Bartelink, M Prokop, JM Geleijnse, ...","High dietary menaquinone intake is associated with reduced coronary calcification",2009,"Atherosclerosis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6012931453554523525",16,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:cNe27ouKFcQC",203,2,489,493,290,26.36,41,7,11,""
285,"A Ba-Ssalamah, M Prokop, M Uffmann, P Pokieser, B Teleky, G Lechner","Dedicated multidetector CT of the stomach: spectrum of diseases",2003,"Radiographics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9541002718784245951",17,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:Y0pCki6q_DkC",23,3,625,644,285,16.76,48,6,17,""
275,"K Murphy, B van Ginneken, AMR Schilham, BJ De Hoop, HA Gietema, ...","A large-scale evaluation of automatic pulmonary nodule detection in chest CT using local image features and k-nearest-neighbour classification",2009,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13680973010063298300",18,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:M3ejUd6NZC8C",13,5,757,770,275,25.00,46,6,11,""
273,"WD Travis, H Asamura, AA Bankier, MB Beasley, F Detterbeck, DB Flieder, ...","The IASLC lung cancer staging project: proposals for coding T categories for subsolid nodules and assessment of tumor size in part-solid tumors in the forthcoming eighth …",2016,"Journal of Thoracic Oncology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14833988398113641319",19,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:U0iAMwwPxtsC",11,8,1204,1223,273,68.25,39,7,4,""
261,"RHM Nijland, EEH van Wegen, BC Harmeling-van der Wel, G Kwakkel","Presence of finger extension and shoulder abduction within 72 hours after stroke predicts functional recovery: early prediction of functional outcome after stroke: the EPOS …",2010,"stroke","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12769609109859126946",20,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:adHtZc2wMuEC",41,4,745,750,261,26.10,65,4,10,""
251,"PM Gorter, AM de Vos, Y van der Graaf, PR Stella, PA Doevendans, ...","Relation of epicardial and pericoronary fat to coronary atherosclerosis and coronary artery calcium in patients undergoing coronary angiography",2008,"The American journal of cardiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13531531024833925221",21,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:WF5omc3nYNoC",102,4,380,385,251,20.92,42,6,12,""
250,"GD Rubin, CJ Ryerson, LB Haramati, N Sverzellati, JP Kanne, S Raoof, ...","The role of chest imaging in patient management during the COVID-19 pandemic: a multinational consensus statement from the Fleischner Society",2020,"Chest","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3365359890777879138",22,"2020-08-13 14:42:28","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:9CGX2owmTHMC",,,,,250,250.00,36,7,1,""
246,"PM Gorter, ASR van Lindert, AM de Vos, MFL Meijs, Y van der Graaf, ...","Quantification of epicardial and peri-coronary fat using cardiac computed tomography; reproducibility and relation with obesity and metabolic syndrome in patients suspected of …",2008,"Atherosclerosis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14795593938067309143",23,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:ufrVoPGSRksC",197,2,896,903,246,20.50,41,6,12,""
244,"EM van Rikxoort, B de Hoop, MA Viergever, M Prokop, B van Ginneken","Automatic lung segmentation from thoracic computed tomography scans using a hybrid approach with error detection",2009,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14169941223089065550",24,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:hqOjcs7Dif8C",36,7,2934,2947,244,22.18,49,5,11,""
244,"M Prokop","General principles of MDCT",2003,"European journal of radiology 45, S4-S","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11293071290789180986",25,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:eQOLeE2rZwMC",10,,,,244,14.35,244,1,17,""
229,"B Van Ginneken, SG Armato III, B de Hoop, ...","Comparing and combining algorithms for computer-aided detection of pulmonary nodules in computed tomography scans: the ANODE09 study",2010,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16898155382402394650",26,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:mB3voiENLucC",14,6,707,722,229,22.90,57,4,10,""
215,"AM de Vos, M Prokop, CJ Roos, MFL Meijs, YT van der Schouw, A Rutten, ...","Peri-coronary epicardial adipose tissue is related to cardiovascular risk factors and coronary artery calcification in post-menopausal women",2008,"European heart journal","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8667421641033181458",27,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:_FxGoFyzp5QC",29,6,777,783,215,17.92,31,7,12,""
199,"B de Hoop, H Gietema, S van de Vorst, K Murphy, RJ van Klaveren, ...","Pulmonary ground-glass nodules: increase in mass as an early indicator of growth",2010,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15023631776439794913",28,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:KlAtU1dfN6UC",255,1,199,206,199,19.90,33,6,10,""
197,"B Van Ginneken, CM Schaefer-Prokop, M Prokop","Computer-aided diagnosis: how to move from the laboratory to the clinic",2011,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11154494557308057950,14993629594919203131",29,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:pqnbT2bcN3wC",261,3,719,732,197,21.89,66,3,9,""
196,"M Memarsadeghi, MJ Breitenseher, C Schaefer-Prokop, M Weber, ...","Occult Scaphoid Fractures: Comparison of Multidetector CT and MR Imaging—Initial Experience1",2006,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2985169703547446163",30,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:LkGwnXOMwfcC",240,1,169,176,196,14.00,39,5,14,""
191,"F Ciompi, B de Hoop, SJ van Riel, K Chung, ET Scholten, M Oudkerk, ...","Automatic classification of pulmonary peri-fissural nodules in computed tomography using an ensemble of 2D views and a convolutional neural network out-of-the-box",2015,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14568521204042342742",31,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:6VlyvFCUEfcC",26,1,195,202,191,38.20,27,7,5,""
187,"P Lo, B Van Ginneken, JM Reinhardt, T Yavarna, PA De Jong, B Irving, ...","Extraction of airways from CT (EXACT'09)",2012,"IEEE Transactions on Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7968104102758490533",32,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:aqlVkmm33-oC",31,11,2093,2107,187,23.38,27,7,8,""
182,"A Waaijer, M Prokop, BK Velthuis, CJG Bakker, GAP de Kort, ...","Circle of Willis at CT Angiography: Dose Reduction and Image Quality—Reducing Tube Voltage and Increasing Tube Current Settings1",2007,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10636330312384266517",33,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:Se3iqnhoufwC",242,3,832,839,182,14.00,30,6,13,""
182,"V Tsapaki, JE Aldrich, R Sharma, MA Staniszewska, A Krisanachinda, ...","Dose reduction in CT while maintaining diagnostic confidence: diagnostic reference levels at routine head, chest, and abdominal CT—IAEA-coordinated research project",2006,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4534556098905302386",34,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:0EnyYjriUFMC",240,3,828,834,182,13.00,30,6,14,""
176,"HU Kauczor, L Bonomo, M Gaga, K Nackaerts, N Peled, M Prokop, ...","ESR/ERS white paper on lung cancer screening",2015,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14746062639332304668",35,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:c59VksA5Vz4C",25,9,2519,2531,176,35.20,25,7,5,""
176,"C Schaefer-Prokop, U Neitzel, HW Venema, M Uffmann, M Prokop","Digital chest radiography: an update on modern technology, dose containment and control of image quality",2008,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10747008268035270820",36,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:ULOm3_A8WrAC",18,9,1818,1830,176,14.67,35,5,12,""
171,"F Ciompi, K Chung, SJ Van Riel, AAA Setio, PK Gerke, C Jacobs, ...","Towards automatic pulmonary nodule management in lung cancer screening with deep learning",2017,"Scientific reports","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8567006734401252147",37,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:M_lZXyI38BkC",7,,46479,46479,171,57.00,24,7,3,""
164,"C Jacobs, EM van Rikxoort, T Twellmann, ET Scholten, PA de Jong, ...","Automatic detection of subsolid pulmonary nodules in thoracic computed tomography images",2014,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13872923651436646410",38,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:-_dYPAW6P2MC",18,2,374,384,164,27.33,27,6,6,""
155,"M Adriaensen, CM Schaefer‐Prokop, T Stijnen, DAC Duyndam, ...","Prevalence of subependymal giant cell tumors in patients with tuberous sclerosis and a review of the literature",2009,"European journal of neurology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14651688851483947146",39,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:Zph67rFs4hoC",16,6,691,696,155,14.09,31,5,11,""
154,"JAC Rietjens, PJ Van Der Maas, BD Onwuteaka-Philipsen, ...","Two decades of research on euthanasia from the Netherlands. What have we learnt and what questions remain?",2009,"Journal of bioethical inquiry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1500134131698389162",40,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:IHkkN1K1AlAC",6,3,271,283,154,14.00,39,4,11,""
146,"KAM van den Bergh, ML Essink-Bot, GJJM Borsboom, ET Scholten, ...","Short-term health-related quality of life consequences in a lung cancer CT screening trial (NELSON)",2010,"British journal of cancer","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2209341385582133377",41,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:ZeXyd9-uunAC",102,1,27,34,146,14.60,29,5,10,""
141,"DM Xu, HJ van der Zaag-Loonen, M Oudkerk, Y Wang, R Vliegenthart, ...","Smooth or Attached Solid Indeterminate Nodules Detected at Baseline CT Screening in the NELSON Study: Cancer Risk during 1 Year of Follow-up1",2009,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14356536219624652817",42,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:kNdYIx-mwKoC",250,1,264,272,141,12.82,24,6,11,""
140,"M Prokop, HO Shin, A Schanz, CM Schaefer-Prokop","Use of maximum intensity projections in CT angiography: a basic review.",1997,"Radiographics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5696633616648746947",43,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:roLk4NBRz8UC",17,2,433,451,140,6.09,35,4,23,""
138,"FG van Rooy, JM Rooyackers, M Prokop, R Houba, LAM Smit, ...","Bronchiolitis obliterans syndrome in chemical workers producing diacetyl for food flavorings",2007,"American journal of respiratory and critical care medicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12724480938455648619",44,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:3fE2CSJIrl8C",176,5,498,504,138,10.62,23,6,13,""
135,"B de Hoop, H Gietema, B van Ginneken, P Zanen, G Groenewegen, ...","A comparison of six software packages for evaluation of solid lung nodules using semi-automated volumetry: what is the minimum increase in size to detect growth in repeated CT …",2009,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17148475176430192127",45,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:HDshCWvjkbEC",19,4,800,808,135,12.27,23,6,11,""
135,"CJ Olbricht, K Paul, M Prokop, A Chavan, CM Schaefer-Prokop, ...","Minimally invasive diagnosis of renal artery stenosis by spiral computed tomography angiography",1995,"Kidney international","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1439364794994130571",46,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:UebtZRa9Y70C",48,4,1332,1337,135,5.40,23,6,25,""
132,"HA Gietema, CM Schaefer-Prokop, WPTM Mali, G Groenewegen, ...","Pulmonary nodules: interscan variability of semiautomated volume measurements with multisection CT—influence of inspiration level, nodule size, and segmentation performance",2007,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5978208170664758961",47,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:qxL8FJ1GzNcC",245,3,888,894,132,10.15,26,5,13,""
126,"BE Muhs, KL Vincken, J Van Prehn, MKC Stone, LW Bartels, M Prokop, ...","Dynamic cine-CT angiography for the evaluation of the thoracic aorta; insight in dynamic changes with implications for thoracic endograft treatment",2006,"European journal of vascular and endovascular surgery","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11776835237171935962",48,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:_kc_bZDykSQC",32,5,532,536,126,9.00,18,7,14,""
123,"FAAM Hoesein, B de Hoop, P Zanen, H Gietema, CLJJ Kruitwagen, ...","CT-quantified emphysema in male heavy smokers: association with lung function decline",2011,"Thorax","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2503222556262111335",49,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:RHpTSmoSYBkC",66,9,782,787,123,13.67,21,6,9,""
122,"OM Mets, CFM Buckens, P Zanen, I Isgum, B van Ginneken, M Prokop, ...","Identification of chronic obstructive pulmonary disease in lung cancer screening computed tomographic scans",2011,"Jama","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9535176740666077921",50,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:L8Ckcad2t8MC",306,16,1775,1781,122,13.56,17,7,9,""
117,"B de Hoop, B van Ginneken, H Gietema, M Prokop","Pulmonary perifissural nodules on CT scans: rapid growth is not a predictor of malignancy",2012,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18085872374519145921",51,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:dshw04ExmUIC",265,2,611,616,117,14.63,29,4,8,""
116,"PC Jacobs, M Prokop, Y van der Graaf, MJ Gondrie, KJ Janssen, ...","Comparing coronary artery calcium and thoracic aorta calcium for prediction of all-cause mortality and cardiovascular events on low-dose non-gated computed tomography in a high …",2010,"Atherosclerosis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10232555956815609662",52,"2020-08-13 14:42:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CS0Fmc8AAAAJ&pagesize=100&citation_for_view=CS0Fmc8AAAAJ:9ZlFYXVOiuMC",209,2,455,462,116,11.60,19,6,10,""
