Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
113,"MU Dalmış, G Litjens, K Holland, A Setio, R Mann, N Karssemeijer, ...","Using deep learning to segment breast and fibroglandular tissue in MRI volumes",2017,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9993343296257816404",11,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:mNrWkgRL2YcC",44,2,533,546,113,37.67,16,7,3,""
107,"KNA Nagel, MG Schouten, T Hambrock, GJS Litjens, CMA Hoeks, ...","Differentiation of prostatitis and prostate cancer by using diffusion-weighted MR imaging and MR-guided biopsy at 3 T",2013,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8243908989380553508",12,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:W7OEmFMy1HYC",267,1,164,172,107,15.29,18,6,7,""
77,"BE Bejnordi, G Zuidhof, M Balkenhol, M Hermsen, P Bult, B van Ginneken, ...","Context-aware stacked convolutional neural networks for classification of breast carcinomas in whole-slide histopathology images",2017,"Journal of Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10616853499280907465",13,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:ODE9OILHJdcC",4,4,44504,44504,77,25.67,11,7,3,""
77,"F Ciompi, O Geessink, BE Bejnordi, GS De Souza, A Baidoshvili, G Litjens, ...","The importance of stain normalization in colorectal tissue classification with convolutional networks",2017,"2017 IEEE 14th International Symposium on Biomedical Imaging (ISBI 2017 …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4102008958123816219",14,"2020-08-28 08:07:27","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:HtS1dXgVpQUC",,,,,77,25.67,11,7,3,""
75,"AL Simpson, M Antonelli, S Bakas, M Bilello, K Farahani, B van Ginneken, ...","A large annotated medical image dataset for the development and evaluation of segmentation algorithms",2019,"arXiv preprint arXiv:1902.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12275877761746940475",15,"2020-08-28 08:07:27","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:Aul-kAQHnToC",9063,,,,75,75.00,11,7,1,""
63,"R Remark, T Merghoub, N Grabe, G Litjens, D Damotte, JD Wolchok, ...","In-depth tissue profiling using multiplexed immunohistochemical consecutive staining on single slide",2016,"Science Immunology 1 (1), aaf6925-aaf","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15567873193529139666",16,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:QYdC8u9Cj1oC",6925,,,,63,15.75,9,7,4,""
61,"GJS Litjens, T Hambrock, C Hulsbergen–van de Kaa, JO Barentsz, ...","Interpatient Variation in Normal Peripheral Zone Apparent Diffusion Coefficient: Effect on the Prediction of Prostate Cancer Aggressiveness",2012,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3462472109870161281",17,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:Tyk-4Ss8FVUC",265,1,260,266,61,7.63,12,5,8,""
58,"G Litjens, O Debats, W van de Ven, N Karssemeijer, H Huisman","A pattern recognition approach to zonal segmentation of the prostate on MRI",2012,"International Conference on Medical Image Computing and Computer-Assisted …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15659902223096625028",18,"2020-08-28 08:07:27","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:Y0pCki6q_DkC",,,,,58,7.25,12,5,8,""
56,"P Bandi, O Geessink, Q Manson, M Van Dijk, M Balkenhol, M Hermsen, ...","From detection of individual metastases to classification of lymph node status at the patient level: the CAMELYON17 challenge",2018,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13054230002586416609",19,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:8xutWZnSdmoC",38,2,550,560,56,28.00,8,7,2,""
55,"BE Bejnordi, M Balkenhol, G Litjens, R Holland, P Bult, N Karssemeijer, ...","Automated detection of DCIS in whole-slide H&E stained breast histopathology images",2016,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4689762899907422351",20,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:mlAyqtXpCwEC",35,9,2141,2150,55,13.75,8,7,4,""
53,"EK Vos, T Kobus, GJS Litjens, T Hambrock, CA Hulsbergen-van de Kaa, ...","Multiparametric Magnetic Resonance Imaging for Discriminating Low-Grade From High-Grade Prostate Cancer",2015,"Investigative radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13396963690735319930",21,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:XvxMoLDsR5gC",50,8,490,497,53,10.60,9,6,5,""
51,"G Litjens, P Bandi, B Ehteshami Bejnordi, O Geessink, M Balkenhol, ...","1399 H&E-stained sentinel lymph node sections of breast cancer patients: the CAMELYON dataset",2018,"GigaScience 7 (6), giy","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12911118689571475543",22,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:P7Ujq4OLJYoC",65,,,,51,25.50,9,6,2,""
50,"K Doi, N Karssemeijer, I El Naqa, Y Yang, HP Chan, M Brady, R Highnam, ...","Computer-Aided Detection and Diagnosis in Medical Imaging",,"","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6626191626862950343",23,"2020-08-28 08:07:27","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:WJVC3Jt7v1AC",,,,,50,0.00,6,8,,""
48,"L Kayat Bittencourt, G Litjens, CA Hulsbergen-van de Kaa, B Turkbey, ...","Prostate cancer: the European society of urogenital radiology prostate imaging reporting and data system criteria for predicting extraprostatic extension by using 3-T …",2015,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11878307094835819175",24,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:4hFrxpcac9AC",276,2,479,489,48,9.60,10,5,5,""
47,"GJS Litjens, JO Barentsz, N Karssemeijer, HJ Huisman","Clinical evaluation of a computer-aided diagnosis system for determining cancer aggressiveness in prostate MRI",2015,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4162403948837858436",25,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:umqufdRvDiIC",25,11,3187,3199,47,9.40,12,4,5,""
46,"D Tellez, M Balkenhol, I Otte-Höller, R van de Loo, R Vogels, P Bult, ...","Whole-Slide Mitosis Detection in H&E Breast Histology Using PHH3 as a Reference to Train Distilled Stain-Invariant Convolutional Networks",2018,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=664853976239237267",26,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:yqoGN6RLRZoC",37,9,2126,2136,46,23.00,7,7,2,""
42,"GJS Litjens, R Elliott, NNC Shih, MD Feldman, T Kobus, ...","Computer-extracted features can distinguish noncancerous confounding disease from prostatic adenocarcinoma at multiparametric MR imaging",2016,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7355377973553016974",27,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:sNmaIFBj_lkC",278,1,135,145,42,10.50,7,6,4,""
42,"GJS Litjens, PC Vos, JO Barentsz, N Karssemeijer, HJ Huisman","Automatic computer aided detection of abnormalities in multi-parametric prostate MRI",2011,"Medical Imaging 2011: Computer-Aided Diagnosis 7963, 79630T","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11297243638232679534",28,"2020-08-28 08:07:27","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:u-x6o8ySG0sC",,,,,42,4.67,8,5,9,""
41,"W Bulten, P Bándi, J Hoven, R van de Loo, J Lotz, N Weiss, ...","Epithelium segmentation using deep learning in H&E-stained prostate specimens with immunohistochemistry as reference standard",2019,"Scientific reports","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10102326358237382134",29,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:Ehil0879vHcC",9,1,1,10,41,41.00,6,7,1,""
38,"W Bulten, H Pinckaers, H van Boven, R Vink, T de Bel, B van Ginneken, ...","Automated deep-learning system for Gleason grading of prostate cancer using biopsies: a diagnostic study",2020,"The Lancet Oncology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11015417795282172712,14775949012876589282",30,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:AHdEip9mkN0C",21,2,233,241,38,38.00,5,7,1,""
34,"G Litjens, F Ciompi, JM Wolterink, BD de Vos, T Leiner, J Teuwen, I Išgum","State-of-the-Art Deep Learning in Cardiovascular Image Analysis",2019,"JACC: Cardiovascular Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7949427670884659630",31,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:tH6gc1N1XXoC",12,8,1549,1565,34,34.00,5,7,1,""
29,"D Tellez, G Litjens, P Bándi, W Bulten, JM Bokhorst, F Ciompi, ...","Quantifying the effects of data augmentation and stain color normalization in convolutional neural networks for computational pathology",2019,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9638664310854063699",32,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:ZzlSgRqYykMC",58,,101544,101544,29,29.00,4,7,1,""
24,"BE Bejnordi, G Litjens, M Hermsen, N Karssemeijer, JAWM van der Laak","A multi-scale superpixel classification approach to the detection of regions of interest in whole slide histopathology images",2015,"Medical Imaging 2015: Digital Pathology 9420, 94200H","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11181817254158249202",33,"2020-08-28 08:07:27","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:HtEfBTGE9r8C",,,,,24,4.80,5,5,5,""
24,"GJS Litjens, JO Barentsz, N Karssemeijer, HJ Huisman","Automated computer-aided detection of prostate cancer in MR images: from a whole-organ to a zone-based approach",2012,"Medical Imaging 2012: Computer-Aided Diagnosis 8315, 83150G","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1559733626797444041",34,"2020-08-28 08:07:27","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:2osOgNQ5qMEC",,,,,24,3.00,6,4,8,""
23,"G Litjens, N Karssemeijer, H Huisman","A multi-atlas approach for prostate segmentation in MR images",2012,"MICCAI Grand Challenge: Prostate MR Image Segmentation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8805040053427217807",35,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:eQOLeE2rZwMC",2012,,,,23,2.88,8,3,8,""
18,"GJS Litjens, R Elliott, N Shih, M Feldman, JO Barentsz, ...","Distinguishing prostate cancer from benign confounders via a cascaded classifier on multi-parametric MRI",2014,"Medical Imaging 2014: Computer-Aided Diagnosis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16281847160609020035",36,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:LkGwnXOMwfcC",9035,,903512,903512,18,3.00,3,6,6,""
17,"S Laban, G Giebel, N Klümper, A Schröck, J Doescher, G Spagnoli, ...","MAGE expression in head and neck squamous cell carcinoma primary tumors, lymph node metastases and respective recurrences-implications for immunotherapy",2017,"Oncotarget","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16955025695820045228",37,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:DJbcl8HfkQkC",8,9,14719,14719,17,5.67,2,7,3,""
16,"GJS Litjens, HJ Huisman, RM Elliott, NN Shih, MD Feldman, ...","Quantitative identification of magnetic resonance imaging features of prostate cancer response following laser ablation and radical prostatectomy",2014,"Journal of Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1987898104259315064",38,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:0izLItjtcgwC",1,3,35001,35001,16,2.67,3,6,6,""
14,"P Bándi, R van de Loo, M Intezar, D Geijs, F Ciompi, B van Ginneken, ...","Comparison of different methods for tissue segmentation in histopathological whole-slide images",2017,"2017 IEEE 14th International Symposium on Biomedical Imaging (ISBI 2017 …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=564398722349753208",39,"2020-08-28 08:07:27","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:yFnVuubrUp4C",,,,,14,4.67,2,7,3,""
13,"T de Bel, M Hermsen, B Smeets, L Hilbrands, J van der Laak, G Litjens","Automatic segmentation of histopathological slides of renal tissue using deep learning",2018,"Medical Imaging 2018: Digital Pathology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11166032576600566953",40,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:HeT0ZceujKMC",10581,,1058112,1058112,13,6.50,2,6,2,""
12,"Z Li, Z Hu, J Xu, T Tan, H Chen, Z Duan, P Liu, J Tang, G Cai, Q Ouyang, ...","Computer-aided diagnosis of lung carcinoma using deep learning-a pilot study",2018,"arXiv preprint arXiv:1803.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10328352718257651432",41,"2020-08-28 08:07:27","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:r_AWSJRzSzQC",5471,,,,12,6.00,1,11,2,""
12,"W Bulten, CA Hulsbergen-van de Kaa, J van der Laak, GJS Litjens","Automated segmentation of epithelial tissue in prostatectomy slides using deep learning",2018,"Medical Imaging 2018: Digital Pathology 10581, 105810S","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14179800442563998624",42,"2020-08-28 08:07:27","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:fFSKOagxvKUC",,,,,12,6.00,3,4,2,""
12,"OA Debats, GJS Litjens, JO Barentsz, N Karssemeijer, HJ Huisman","Automated 3-dimensional segmentation of pelvic lymph nodes in magnetic resonance images",2011,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1254525851921315650",43,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:9yKSN-GCB0IC",38,11,6178,6187,12,1.33,2,5,9,""
11,"D Tellez, M Balkenhol, N Karssemeijer, G Litjens, J van der Laak, ...","H and E stain augmentation improves generalization of convolutional networks for histopathological mitosis detection",2018,"Medical Imaging 2018: Digital Pathology 10581, 105810Z","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13963186865288654840",44,"2020-08-28 08:07:27","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:KbBQZpvPDL4C",,,,,11,5.50,2,6,2,""
11,"GJS Litjens, M Heisen, J Buurman, BM ter Haar Romeny","Pharmacokinetic models in clinical practice: what model to use for DCE-MRI of the breast?",2010,"2010 IEEE international symposium on biomedical imaging: from nano to macro …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16055378021937184817",45,"2020-08-28 08:07:27","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:IjCSPb-OGe4C",,,,,11,1.10,3,4,10,""
10,"T de Bel, M Hermsen, J Kers, J van der Laak, GJS Litjens","Stain-Transforming Cycle-Consistent Generative Adversarial Networks for Improved Segmentation of Renal Histopathology.",2019,"MIDL","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8777609378172049761",46,"2020-08-28 08:07:27","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:lvd772isFD0C",,,151,163,10,10.00,2,5,1,""
9,"SCA Steens, EM Bekers, WLJ Weijs, GJS Litjens, A Veltien, A Maat, ...","Evaluation of tongue squamous cell carcinoma resection margins using ex-vivo MR",2017,"International Journal of Computer Assisted Radiology and Surgery","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14040947102648680046",47,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:cWzG1nlazyYC",12,5,821,828,9,3.00,1,7,3,""
9,"G Litjens, BE Bejnordi, N Timofeeva, G Swadi, I Kovacs, ...","Automated detection of prostate cancer in digitized whole-slide images of H and E-stained biopsy specimens",2015,"Medical Imaging 2015: Digital Pathology 9420, 94200B","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17109152620627626875",48,"2020-08-28 08:07:27","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:a9-T7VOCCH8C",,,,,9,1.80,2,6,5,""
9,"PR Snoeren, GJS Litjens, B Van Ginneken, N Karssemeijer","Training a computer aided detection system with simulated lung nodules in chest radiographs",2010,"Proc. 3rd International Workshop on Pulmonary Image Analysis, Beijing","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6149147987068257017",49,"2020-08-28 08:07:27","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:u5HHmVD_uO8C",,,,,9,0.90,2,4,10,""
8,"Z Swiderska-Chadaj, H Pinckaers, M van Rijthoven, M Balkenhol, ...","Learning to detect lymphocytes in immunohistochemistry with deep learning",2019,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6264470711036776042",50,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:artPoR2Yc-kC",58,,101547,101547,8,8.00,2,5,1,""
8,"D Tellez, G Litjens, J van der Laak, F Ciompi","Neural Image Compression for Gigapixel Histopathology Image Analysis",2019,"IEEE transactions on pattern analysis and machine intelligence","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4390761085294806824",51,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:_OXeSy2IsFwC",,,,,8,8.00,2,4,1,""
8,"OGF Geessink, A Baidoshvili, JM Klaase, BE Bejnordi, GJS Litjens, ...","Computer aided quantification of intratumoral stroma yields an independent prognosticator in rectal cancer",2019,"Cellular Oncology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14546191034356758304",52,"2020-08-28 08:07:27","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=neXK8tMAAAAJ&pagesize=100&citation_for_view=neXK8tMAAAAJ:u-coK7KVo8oC",42,3,331,341,8,8.00,1,6,1,""
