Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
47,"M Ghafoorian, N Karssemeijer, T Heskes, IWM Van Uder, FE de Leeuw, ...","Non-uniform patch sampling with deep convolutional neural networks for white matter hyperintensity segmentation",2016,"2016 IEEE 13th International Symposium on Biomedical Imaging (ISBI)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13928783358122591393",17,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:pqnbT2bcN3wC",,,1414,1417,47,11.75,8,6,4,""
47,"EJL Brunenberg, B Platel, PAM Hofman, BM ter Haar Romeny, ...","Magnetic resonance imaging techniques for visualization of the subthalamic nucleus: a review",2011,"Journal of neurosurgery","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4673122233107146657",18,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:ULOm3_A8WrAC",115,5,971,984,47,5.22,9,5,9,""
38,"EMC van Leijsen, IWM Van Uden, M Ghafoorian, MI Bergkamp, V Lohner, ...","Nonlinear temporal dynamics of cerebral small vessel disease: the RUN DMC study",2017,"Neurology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18114267648681255154",19,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:f2IySw72cVMC",89,15,1569,1577,38,12.67,6,6,3,""
37,"TLA Van Den Heuvel, AW Van Der Eerden, R Manniesing, M Ghafoorian, ...","Automated detection of cerebral microbleeds in patients with traumatic brain injury",2016,"NeuroImage: Clinical","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7154632919206928793",20,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:ZHo1McVdvXMC",12,,241,251,37,9.25,7,5,4,""
33,"M Ghafoorian, N Karssemeijer, IWM van Uden, FE de Leeuw, T Heskes, ...","Automated detection of white matter hyperintensities of all sizes in cerebral small vessel disease",2016,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2058349102085812132",21,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:u_35RYKgDlwC",43,12,6246,6258,33,8.25,6,6,4,""
33,"R Brecheisen, A Vilanova, B Platel, BM ter Haar Romeny","Flexible GPU-based multi-volume ray-casting.",2008,"VMV","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6251607912237041435",22,"2020-08-13 15:44:44","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:Tyk-4Ss8FVUC",,,303,312,33,2.75,8,4,12,""
33,"F Kanters, M Lillholm, R Duits, B Janssen, B Platel, L Florack, ...","On image reconstruction from multiscale top points",2005,"International Conference on Scale-Space Theories in Computer Vision","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3959951253761514457",23,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:9yKSN-GCB0IC",,,431,442,33,2.20,5,7,15,""
33,"F Kanters, B Platel, L Florack, BM ter Haar Romeny","Content based image retrieval using multiscale top points",2003,"International Conference on Scale-Space Theories in Computer Vision","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10561243553559244627",24,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:u-x6o8ySG0sC",,,33,43,33,1.94,8,4,17,""
32,"RD Mus, C Borelli, P Bult, E Weiland, N Karssemeijer, JO Barentsz, ...","Time to enhancement derived from ultrafast breast MRI as a novel parameter to discriminate benign from malignant breast lesions",2017,"European journal of radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10030887149492537846",25,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:cFHS6HbyZ2cC",89,,90,96,32,10.67,5,7,3,""
29,"JCM Van Zelst, T Tan, B Platel, M De Jong, A Steenbakkers, M Mourits, ...","Improved cancer detection in automated breast ultrasound by radiologists using computer aided detection",2017,"European journal of radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11704225389205900004",26,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:yD5IFk8b50cC",89,,54,59,29,9.67,4,7,3,""
29,"B Platel, E Balmachnova, LMJ Florack, BM ter Haar Romeny","Top-points as interest points for image matching",2006,"European Conference on Computer Vision","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11896815363802037311",27,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:qjMakFHDy7sC",,,418,429,29,2.07,7,4,14,""
29,"MB Cuadra, B Platel, E Solanas, T Butz, JP Thiran","Validation of tissue modelization and classification techniques in T1-weighted MR brain images",2002,"International Conference on Medical Image Computing and Computer-Assisted …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17069001333692964482",28,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:zYLM7Y9cAGgC",,,,,29,1.61,6,5,18,""
26,"T Tan, JJ Mordang, J van Zelst, A Grivegnée, A Gubern‐Mérida, ...","Computer‐aided detection of breast cancers using Haar‐like features in automated 3D breast ultrasound",2015,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16482522359454166873",29,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:BqipwSGYUEgC",42,4,1498,1504,26,5.20,4,6,5,""
26,"T Tan, B Platel, T Twellmann, G van Schie, R Mus, A Grivegnée, ...","Evaluation of the effect of computer-aided classification of benign and malignant lesions on reader performance in automated three-dimensional breast ultrasound",2013,"Academic radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15955819716225519808",30,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:R3hNpaxXUhUC",20,11,1381,1388,26,3.71,4,7,7,""
26,"B Platel, FMW Kanters, LMJ Florack, EG Balmachnova","Using multiscale top points in image matching",2004,"2004 International Conference on Image Processing, 2004. ICIP'04.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6311402394811526913",31,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:d1gkVwhDpl0C",1,,389,392,26,1.63,7,4,16,""
24,"MU Dalmış, A Gubern‐Mérida, S Vreemann, N Karssemeijer, R Mann, ...","A computer‐aided diagnosis system for breast DCE‐MRI at high spatiotemporal resolution",2016,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1749839565429400652",32,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:70eg2SAEIzsC",43,1,84,94,24,6.00,4,6,4,""
23,"F Kanters, L Florack, B Platel, BM ter Haar Romeny","Image reconstruction from multiscale critical points",2003,"International Conference on Scale-Space Theories in Computer Vision","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5502713752072700455",33,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:IjCSPb-OGe4C",,,464,478,23,1.35,6,4,17,""
21,"R Brecheisen, B Platel, BM ter Haar Romeny, A Vilanova","Illustrative uncertainty visualization of DTI fiber pathways",2013,"The Visual Computer","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13640138231313490925",34,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:aqlVkmm33-oC",29,4,297,309,21,3.00,5,4,7,""
21,"MF Demirci, B Platel, A Shokoufandeh, LLMJ Florack, SJ Dickinson","The representation and matching of images using top points",2009,"Journal of Mathematical Imaging and Vision","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17753494853780604466",35,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:eQOLeE2rZwMC",35,2,103,116,21,1.91,4,5,11,""
20,"HM Van Der Holst, AM Tuladhar, V Zerbi, IWM van Uden, KF de Laat, ...","White matter changes and gait decline in cerebral small vessel disease",2018,"Neuroimage: clinical","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1964612976773745344",36,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:bFI3QPDXJZMC",17,,731,738,20,10.00,3,6,2,""
19,"EMC Van Leijsen, MI Bergkamp, IWM Van Uden, M Ghafoorian, ...","Progression of white matter hyperintensities preceded by heterogeneous decline of microstructural integrity",2018,"Stroke","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13770776090641855265",37,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:abG-DnoFyZgC",49,6,1386,1393,19,9.50,4,5,2,""
19,"JCM Van Zelst, B Platel, N Karssemeijer, RM Mann","Multiplanar reconstructions of 3D automated breast ultrasound improve lesion differentiation by radiologists",2015,"Academic radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5747981011507824307",38,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:NaGl4SEjCO4C",22,12,1489,1496,19,3.80,5,4,5,""
19,"H Liu, T Tan, J van Zelst, R Mann, N Karssemeijer, B Platel","Incorporating texture features in a computer-aided breast lesion diagnosis system for automated three-dimensional breast ultrasound",2014,"Journal of Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10049699584799847554",39,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:blknAaTinKkC",1,2,24501,24501,19,3.17,3,6,6,""
19,"T Tan, B Platel, RM Mann, H Huisman, N Karssemeijer","Chest wall segmentation in automated 3D breast ultrasound scans",2013,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17157262863361426204",40,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:qUcmZB5y_30C",17,8,1273,1281,19,2.71,4,5,7,""
19,"E Balmachnova, LMJ Florack, B Platel, FMW Kanters, ...","Stability of top-points in scale space",2005,"International Conference on Scale-Space Theories in Computer Vision","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=416251242164249693",41,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:UeHWp8X0CEIC",,,62,72,19,1.27,4,5,15,""
18,"RM Arntz, SMA van den Broek, IWM van Uden, M Ghafoorian, B Platel, ...","Accelerated development of cerebral small vessel disease in young stroke patients",2016,"Neurology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17987708002828940533",42,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:3s1wT3WcHBgC",87,12,1212,1219,18,4.50,3,6,4,""
17,"R Manniesing, MTH Oei, LJ Oostveen, J Melendez, EJ Smit, B Platel, ...","White matter and gray matter segmentation in 4D computed tomography",2017,"Scientific Reports","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7982996011980143322",43,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:D03iK_w7-QYC",7,1,1,11,17,5.67,2,7,3,""
17,"A Gubern-Mérida, S Vreemann, R Martí, J Melendez, S Lardenoije, ...","Automated detection of breast cancer in false-negative screening MRI studies from women at increased risk",2016,"European journal of radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1691742795221291249",44,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:35N4QoGY0k4C",85,2,472,479,17,4.25,3,6,4,""
17,"R Reinartz, B Platel, T Boselie, H van Mameren, H van Santbrink, ...","Cervical vertebrae tracking in video-fluoroscopy using the normalized gradient field",2009,"International Conference on Medical Image Computing and Computer-Assisted …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16417647805314870902",45,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:_kc_bZDykSQC",,,,,17,1.55,3,6,11,""
14,"M Ghafoorian, J Teuwen, R Manniesing, FE de Leeuw, B van Ginneken, ...","Student beats the teacher: deep neural networks for lateral ventricles segmentation in brain MR",2018,"Medical Imaging 2018: Image Processing 10574, 105742U","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14380272279536530363",46,"2020-08-13 15:44:44","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:_xSYboBqXhAC",,,,,14,7.00,2,6,2,""
13,"F Kanters, L Florack, R Duits, B Platel, B ter Haar Romeny","ScaleSpaceViz: α-scale spaces in practice",2007,"Pattern Recognition and Image Analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13840375725015798893",47,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:8k81kl-MbHgC",17,1,106,116,13,1.00,3,5,13,""
12,"M Ghafoorian, N Karssemeijer, I van Uden, FE de Leeuw, T Heskes, ...","Small white matter lesion detection in cerebral small vessel disease",2015,"Medical Imaging 2015: Computer-Aided Diagnosis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18321616094304826808",48,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:GnPB-g6toBAC",9414,,941411,941411,12,2.40,2,6,5,""
11,"T Mertzanidou, JH Hipwell, S Reis, DJ Hawkes, B Ehteshami Bejnordi, ...","3D volume reconstruction from serial breast specimen radiographs for mapping between histology and 3D whole specimen imaging",2017,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2215474408889452803",49,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:4OULZ7Gr8RgC",44,3,935,948,11,3.67,2,6,3,""
10,"M Ghafoorian, B Platel","Convolutional neural networks for ms lesion segmentation, method description of diag team",2015,"Proceedings of the 2015 Longitudinal Multiple Sclerosis Lesion Segmentation …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4042505682431520743",50,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:M05iB0D1s5AC",,,,,10,2.00,5,2,5,""
10,"Y Diez, A Gubern-Mérida, L Wang, S Diekmann, J Martí, B Platel, ...","Comparison of methods for current-to-prior registration of breast DCE-MRI",2014,"International Workshop on Digital Mammography","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2740440396846849245",51,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:JV2RwH3_ST0C",,,689,695,10,1.67,1,7,6,""
10,"EJL Brunenberg, V Prckovska, B Platel, GJ Strijkers, BM ter Haar Romeny","Untangling a fiber bundle knot: Preliminary results on STN connectivity using DTI and HARDI on rat brains",2009,"Proc Intl Soc Mag Reson Med","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15103257933820165441",52,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:ufrVoPGSRksC",17,,741,741,10,0.91,2,5,11,""
10,"B Platel, E Balmachnova, LMJ Florack, FMW Kanters, ...","Using top-points as interest points for image matching",2005,"International Workshop on Deep Structure, Singularities, and Computer Vision …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1369090767879778546",53,"2020-08-13 15:44:44","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:Y0pCki6q_DkC",,,,,10,0.67,2,5,15,""
9,"EMC van Leijsen, J Tay, IWM van Uden, ECM Kooijmans, MI Bergkamp, ...","Memory decline in elderly with cerebral small vessel disease explained by temporal interactions between white matter hyperintensities and hippocampal atrophy",2019,"Hippocampus","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15544150798685778934",54,"2020-08-13 15:44:44","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=W13cBesAAAAJ&pagesize=100&citation_for_view=W13cBesAAAAJ:P5F9QuxV20EC",29,6,500,510,9,9.00,2,6,1,""
