staff_id,ss_id,title,doi,ss_citations
8038506,0f779d6ca748e8a73a78f2e1dadaba3161e80950,Adversarial Attack Vulnerability of Medical Image Analysis Systems: Unexplored Factors,10.1016/j.media.2021.102141,24
8038506,2a32913ae752a56f9997a3869069a768f09a52e7,Artificial intelligence for detection and characterization of pulmonary nodules in lung cancer CT screening: ready for practice?,10.21037/TLCR-2020-LCS-06,20
8038506,2cbfeefc3025a11beced3681bd0b358d44d4c0a8,ESR/ERS statement paper on lung cancer screening,10.1007/s00330-020-06727-7,83
8038506,2e571724830cb8ca6e8dbe9cc1f92fdcfc517ec4,Contextual Two-Stage U-Nets for Robust Pulmonary Lobe Segmentation in CT Scans of COVID-19 and COPD Patients,,3
8038506,302fbaac065fe76b0f8d6e2bccc8c715d1ab230a,Typical CT Features of Intrapulmonary Lymph Nodes: A Review.,10.1148/ryct.2020190159,7
8038506,3c649c514443775e25e096cff35d58e393659ac4,CNN-based lung CT registration with multiple anatomical constraints,10.1016/j.media.2021.102139,28
8038506,3db60e34dad56e3949508d8dc1324d5331f9a2c6,Image-level detection of arterial occlusions in 4D-CTA of acute stroke patients using deep learning,10.1016/j.media.2020.101810,12
8038506,4043785dacd1c04ed93ec1c08ecf779f4e1717fc,"A Review of Deep Learning in Medical Imaging: Imaging Traits, Technology Trends, Case Studies With Progress Highlights, and Future Promises",10.1109/JPROC.2021.3054390,255
8038506,441d6e8ba2cc2314d7d44425a158c25e27f9cb96,Improving Automated COVID-19 Grading with Convolutional Neural Networks in Computed Tomography Scans: An Ablation Study,,9
8038506,4607ec477007deebd18b51e8ba787beae8647303,Anisotropic 3D Multi-Stream CNN for Accurate Prostate Segmentation from Multi-Planar MRI,10.1016/J.CMPB.2020.105821,17
8038506,591821f281a2906c8916b23bf6fcd991bda8e368,Biomedical Image Analysis Challenges (BIAS) Reporting Guideline,10.5281/ZENODO.4008954,1
8038506,888c62de7448e14302c3c2ed7dc062829ea279d7,Learn2Reg Challenge: CT Lung Registration - Training Data,10.5281/ZENODO.3835682,16
8038506,99cf88b6359e0a5354c809fdb992bf82fdffc929,Learn2Reg - The Challenge,10.5281/ZENODO.3715652,8
8038506,ce9e45bff8b3470ffab081bbbf4d3e0573eceea9,Performance Evaluation of Distortion Measures for Retinal Images,,0
8038506,d9eec89c003fb7af39968663ba21db04098d6019,Random smooth gray value transformations for cross modality learning with gray value invariant networks,,0
8038506,ee17bc918583166ad08ff307be5f77cb130486ea,Constraining Volume Change in Learned Image Registration for Lung CTs,,1
8038506,efec0825343cfb78df86f34488019a51aaa4949a,Learn2Reg Challenge: CT Lung Registration - Test Data,10.5281/ZENODO.4048761,3
8038506,f933db5c2cdf8eefdc4d6cf060f83666998ac010,Segmentation in non-contrast ct,,0
8038506,03254edc77c0459ad9fd9ea458c3ae171c0a4247,Intracerebral Haemorrhage Segmentation in Non-Contrast CT,10.1038/s41598-019-54491-6,34
8038506,03ef312b3d3e616fd7f0a2f2260c82ad62ed7ef1,Reversible Networks for Memory-efficient Image-to-Image Translation in 3 D Medical Imaging,,0
8038506,0655dcaa39cf41a3609974840f91300d73b4aed1,The Liver Tumor Segmentation Benchmark (LiTS),10.1016/j.media.2022.102680,472
8038506,0ad54bc84119cf0a8ff04d939cc0b4575d7e9b5a,Chest CT Super-resolution and Domain-adaptation using Memory-efficient 3D Reversible GANs,,5
8038506,2968b96fae50ce329147b26f9c29d49439b74985,BIAS: Transparent reporting of biomedical image analysis challenges,10.1016/j.media.2020.101796,66
8038506,45c2090f06bae6402a0b0d4c77c5f5ee3fd7a513,FRODO: Free rejection of out-of-distribution samples: application to chest x-ray analysis,,14
8038506,4654aa505e5bcdb089d0df202cd7ceabc9d2d41f,A large annotated medical image dataset for the development and evaluation of segmentation algorithms,,528
8038506,47d4ee03c5b2596dbfcfb4373de7e05e1cd831dc,Vertebra partitioning with thin-plate spline surfaces steered by a convolutional neural network,,1
8038506,4d54536ebf1b355d02cdfe742553032666101dbd,A deep learning model for segmentation of geographic atrophy to study its long-term natural history,10.1016/j.ophtha.2020.02.009,33
8038506,58662a2da377ad2a9b250b514128988009a2a0b3,Handling label noise through model confidence and uncertainty: application to chest radiograph classification,10.1117/12.2514290,16
8038506,631e2d528d8ae1e1817f73503eadfec39b35a428,Automated interpretation of prenatal ultrasound using a predefined acquisition protocol in resource-limited countries,,5
8038506,6425e3f4c37f8deb9e8dc933e34d49aa843635b9,Follows Form: Regression from Complete Thoracic Computed Tomography Scans,,0
8038506,aefbf6afa8d75939106323e38e06c7b8b85ce954,mlVIRNET: Multilevel Variational Image Registration Network,10.1007/978-3-030-32226-7_29,41
8038506,b0cc9473a96dcd45dd1c7de2d7d217c2a453a850,Epithelium segmentation using deep learning in H&E-stained prostate specimens with immunohistochemistry as reference standard,10.1038/s41598-018-37257-4,0
8038506,c310babca20446de2ee7d8857abe239e0fe261a0,Automated Gleason Grading of Prostate Biopsies using Deep Learning,10.1016/S1470-2045(19)30739-9,115
8038506,cc7605f2b7e61723f12839fabc1066da0cc8744b,Function Follows Form: Regression from Complete Thoracic Computed Tomography Scans,,0
8038506,cf25e0baaa1cfa818a61c460416bd0caa68bba07,Computer-aided Detection of Lung Cancer on Chest Radiographs : Effect on Observer Performance 1,,0
8038506,d0760faf253e27b6c105d76d06acc4c6ab3674c7,Evaluation of a deep learning system for the joint automated detection of diabetic retinopathy and age‐related macular degeneration,10.1111/aos.14306,55
8038506,dce049bbedc5134dc6eb61fc7e5ce1d1c414bdd1,MemCNN: A Python/PyTorch package for creating memory-efficient invertible neural networks,10.21105/JOSS.01576,12
8038506,de09e056b22d7e29e93f5656154d10c88181f7a5,Deep Learning in Image Diagnostics: Recent Results and Outlook,,0
8038506,04507020e4e003042150dcc8602505d1bec71c49,GANs for Medical Image Analysis,10.1016/j.artmed.2020.101938,241
8038506,05078a4b34fbf98a940b3ca7f97773632c787397,Improving weakly-supervised lesion localization with iterative saliency map refinement,,4
8038506,1427f469d6fb172d200d6f25837cbeaddad425e5,Automated measurement of fetal head circumference using 2D ultrasound images,10.1371/journal.pone.0200412,117
8038506,2e11acb5e60b59af637cc7faea6e390ed6a9429b,Student beats the teacher: deep neural networks for lateral ventricles segmentation in brain MR,10.1117/12.2293569,16
8038506,40bf7af2b9d79960dc127d03c2a83ce480d4d3ad,Dense Segmentation in Selected Dimensions: Application to Retinal Optical Coherence Tomography,,10
8038506,63c432e76128b36d5943eb116a38f98a9bb9ae27,Stacked Bidirectional Convolutional LSTMs for 3D Non-contrast CT Reconstruction from Spatiotemporal 4D CT,,2
8038506,6b604b6896cfd670bd9afe4172a2e5bf591b0cc2,MA20.09 Improved Lung Cancer and Mortality Prediction Accuracy Using Survival Models Based on Semi-Automatic CT Image Measurements,10.1016/J.JTHO.2018.08.488,0
8038506,7202e88d58ce87817ae6876b8b847ad92929b502,Automatic Detection of Microaneurysms and Classification of Diabetic Retinopathy Images using SVM Technique,,8
8038506,76e5406b159352dc13b051f3e1b7259abb499317,Real-Life Artificial Intelligence Applications,10.5334/JBSR.1656,1
8038506,77ca4f86eaef55fb7c853dad2fd3600a3eb5b169,Iterative fully convolutional neural networks for automatic vertebra segmentation and identification,10.1016/j.media.2019.02.005,153
8038506,ab99f176fa295a776d6a1fa98d5a5c0156fd4302,Towards an Automatic Lung Cancer Screening System in Low Dose Computed Tomography,10.1007/978-3-030-00946-5_31,13
8038506,b41e47d9978abb56a5b0fa6697f5454e31579722,Iterative convolutional neural networks for automatic vertebra identification and segmentation in CT images,10.1117/12.2292731,32
8038506,c21f83954bab86611134478ab918399813c10313,Part II : clinical implementation and image quality,,0
8038506,cb8d5a5a21c99bdf5ad5734742c04229c978401d,Chest X-Rays Image Inpainting with Context Encoders,,0
8038506,cf46e880665be3dd1b2a81cc1be53f1ea9d64de1,Context Encoding Chest X-rays,,2
8038506,d1e0a041fc417d82c584191ecf5b3b536127d9e0,"Erratum: “Computed tomography quantification of tracheal abnormalities in COPD and their influence on airflow limitation.” [Med. Phys., 44: 3594-3603 (2017)]",10.1002/MP.13065,0
8038506,d5b8fba71671814445de80d36a2d563f43eb9d07,Epithelium segmentation using deep learning in H&E-stained prostate specimens with immunohistochemistry as reference standard,10.1038/s41598-018-37257-4,103
8038506,e2e2e9f858ffc3bde5ee7a6929c9b0e7d52c1a43,Deep learning based automatic liver tumor segmentation in CT with shape-based post-processing,,17
8038506,eb6f5da9826e08c4d940267c5c90bcbbce268f46,Chest X-ray Inpainting with Deep Generative Models,,14
8038506,f16773597d32d0c6d2ab1b66465e26dde06eadac,Is the winner really the best? A critical analysis of common research practice in biomedical image analysis competitions,10.1038/s41467-018-07619-7,70
8038506,f886ee663da1c3987b5828d62bd8176f6f3dc79e,ES01.03 Deep Machine Learning for Screening LDCT,10.1016/j.jtho.2018.08.020,0
8038506,01df4624e9578fd597b0f0ee6d81ac508363e1eb,Fully automated detection of hyperreflective foci in optical coherence tomography,,0
8038506,102a580a89b7e9d5a6d8e79864db183d6b5fb6ad,Transfer Learning for Domain Adaptation in MRI: Application in Brain Lesion Segmentation,10.1007/978-3-319-66179-7_59,263
8038506,2a863a1ab6df3ca9a55573befcb89e1ed7b7df74,Large scale deep learning for computer aided detection of mammographic lesions,10.1016/j.media.2016.07.007,725
8038506,2abde28f75a9135c8ed7c50ea16b7b9e49da0c09,A survey on deep learning in medical image analysis,10.1016/j.media.2017.07.005,7808
8038506,3f054da4c1d6606941c18c65ae6e435a49758b7b,Robust cranial cavity segmentation in CT and CT perfusion images of trauma and suspected stroke patients,10.1016/j.media.2016.12.002,27
8038506,418354adcafbc948c266c55564feb5b12cc3dc21,Comparison of different methods for tissue segmentation in histopathological whole-slide images,10.1109/ISBI.2017.7950590,32
8038506,46479bbea7749cb2db35b139206039531327053c,"Fifty years of computer analysis in chest imaging: rule-based, machine learning, deep learning",10.1007/S12194-017-0394-5,68
8038506,5f74400c97e716a85f20871b4b477dbca9680664,Comparison of the effects of model-based iterative reconstruction and filtered back projection algorithms on software measurements in pulmonary subsolid nodules,10.1007/s00330-016-4716-5,14
8038506,63c9344c2046a0403941eb8a91d307b9e1190928,MA 14.11 Malignancy Risk Prediction of Pulmonary Nodule in Lung Cancer Screening – Diameter Or Volumetric Measurement,10.1016/J.JTHO.2017.09.580,0
8038506,784906ab63c3743a5d26dca846a49c2edbf4dc6a,Context-aware stacked convolutional neural networks for classification of breast carcinomas in whole-slide histopathology images,10.1117/1.JMI.4.4.044504,139
8038506,87b612323f759cea5cb224331bfacf59a0f335b6,The importance of stain normalization in colorectal tissue classification with convolutional networks,10.1109/ISBI.2017.7950492,164
8038506,8ea2deb23587178612dce8733d2cc90817c7ddd9,Automatic Lymph Node Cluster Segmentation Using Holistically-Nested Deep Convolutional Neural Networks and Structured Optimization in CT Images,,0
8038506,aa1ddbeb489b3e103f3dd681ae20ac0014af2209,Combining Automated Image Analysis with Obstetric Sweeps for Prenatal Ultrasound Imaging in Developing Countries,10.1007/978-3-319-67552-7_13,3
8038506,b704867c644d95b8ddc980b19b3805181b7a28ab,Organ detection in thorax abdomen CT using multi-label convolutional neural networks,10.1117/12.2254349,17
8038506,be15a442d2cf19f1bbbd779273055a2de727380c,Automatic cerebrospinal fluid segmentation in non-contrast CT images using a 3D convolutional network,10.1117/12.2254022,8
8038506,ccd03e70611898c67f5fcbadf0f4a3be4abefdef,An Approach for the Detection of Proliferative Diabetic Retinopathy,,1
8038506,d884880febbc8e6c5f86c1040c009174632569c4,Improving airway segmentation in computed tomography using leak detection with convolutional networks,10.1016/j.media.2016.11.001,84
8038506,e4010e494f6a7f0ea93b4cdb257aa1e51611609a,Fovea detection in optical coherence tomography using convolutional neural networks,10.1117/12.2254301,5
8038506,06c8b4c1dd0c045bc6a08d0062c5042b5588d55b,Pulmonary Nodule Detection in CT Images: False Positive Reduction Using Multi-View Convolutional Networks,10.1109/TMI.2016.2536809,950
8038506,0ab99aa04e3a8340a7552355fb547374a5604b24,Guest Editorial Deep Learning in Medical Imaging: Overview and Future Promise of an Exciting New Technique,10.1109/TMI.2016.2553401,1300
8038506,19ef79992e71a374d59f8be3feb93125fd7815d9,Non-uniform patch sampling with deep convolutional neural networks for white matter hyperintensity segmentation,10.1109/ISBI.2016.7493532,70
8038506,226df2c0315fcd6ac45413e70d3a0bac3e1b1072,Fast Convolutional Neural Network Training Using Selective Data Sampling: Application to Hemorrhage Detection in Color Fundus Images,10.1109/TMI.2016.2526689,365
8038506,2639e166ecb1dc63dcfe61eefe66b3e2213f17f6,Software performance in segmenting ground-glass and solid components of subsolid nodules in pulmonary adenocarcinomas,10.1007/s00330-016-4317-3,40
8038506,2d49c0641c15bb0d0d00c11fbc0155c9942a9ba3,Content-Based Image Retrieval by Metric Learning From Radiology Reports: Application to Interstitial Lung Diseases,10.1109/JBHI.2014.2375491,32
8038506,7975bfe13445f81edddd6e101d7d469cd20cbd89,"Validation, comparison, and combination of algorithms for automatic detection of pulmonary nodules in computed tomography images: The LUNA16 challenge",10.1016/j.media.2017.06.015,711
8038506,7e2f4b83c10f388e8ceab04bf559f30f299f4111,Automatic detection of pleural effusion in chest radiographs,10.1016/j.media.2015.09.004,38
8038506,7f7990b0d4a5f7b356d06c7017a337b5ae3b31cf,Deep multi-scale location-aware 3D convolutional neural networks for automated detection of lacunes of presumed vascular origin,10.1016/j.nicl.2017.01.033,113
8038506,91feb0cb04d67a5c38d0a4e7c67fc7874491abc6,Location Sensitive Deep Convolutional Neural Networks for Segmentation of White Matter Hyperintensities,10.1038/s41598-017-05300-5,199
8038506,a1b328c04b54decb972bf83458f9df4ab5608af3,Fully automated segmentation of intraretinal cysts in 3D optical coherence tomography,,10
8038506,b0a13599be9ea703f27a90bc544511ed8c93b2b5,On Combining Multiple-Instance Learning and Active Learning for Computer-Aided Detection of Tuberculosis,10.1109/TMI.2015.2505672,42
8038506,b542b6df300ef39144d6172e8fe41a0b93fd5f8b,Deep convolutional neural networks for automatic coronary calcium scoring in a screening study with low-dose chest CT,10.1117/12.2216978,42
8038506,e4db301a185bccd105017fb66e3f9e2adf876495,Automatic detection of hemorrhages on color fundus images using deep learning,,6
8038506,f70ae8307930e0af1370e329b133fc75d72352fd,Optimization Strategies for Interactive Classification of Interstitial Lung Disease Textures,10.3389/fict.2016.00033,0
8038506,fd0901b1f2121506391a7859de8fb695d159a393,Towards automatic pulmonary nodule management in lung cancer screening with deep learning,10.1038/srep46479,280
8038506,1b3956b3bb8477f0958b775906da32812d0de574,Automatic detection of eye diseases using automated color fundus image analysis,,0
8038506,1d3c69edf9e573412de0c758b3db1b8f9996f2c1,Vendor Independent Cyst Segmentation in Retinal SD-OCT Volumes using a Combination of Multiple Scale Convolutional Neural Networks,,12
8038506,2fa5f435f41242e8ef053e94ae7af400014ca7d3,"Erratum: Towards a close computed tomography monitoring approach for screen detected subsolid pulmonary nodules? (vol 45, pg 765, 2015)",10.1183/09031936.50005914,0
8038506,31be3cce5c1e9ae715c5fa2d97d1c0ea5b23223a,Localized Energy-Based Normalization of Medical Images: Application to Chest Radiography,10.1109/TMI.2015.2418031,34
8038506,32eab666e2a48a743f3d278ed9974582e513553d,A Novel Multiple-Instance Learning-Based Approach to Computer-Aided Detection of Tuberculosis on Chest X-Rays,10.1109/TMI.2014.2350539,98
8038506,368d4191051016d050fd0c7bd1e166ada03ce00a,Detection of Lung Nodules in Chest Radiography,10.1201/B18191-11,2
8038506,589037d110f74defb9cac3b42a370f7b044a1c4b,Automatic quantification of geographic atrophy in autofluorescence images of Stargardt patients,,3
8038506,622791cfb4e509158fbc858e9a970283de0f8045,Automatic classification of pulmonary peri-fissural nodules in computed tomography using an ensemble of 2D views and a convolutional neural network out-of-the-box,10.1016/j.media.2015.08.001,253
8038506,6368b6d0ede9eb21b624b90fc66bcaa2bfb8ef44,Fall 2015 Meeting of the NVPHBV,,0
8038506,671d9c99335001133ebf2125167aa2f2bcee6efa,Automatic detection of spiculation of pulmonary nodules in computed tomography images,10.1117/12.2081426,7
8038506,81570ccbf4a1edb8898e8969f9befa3561e46318,Off-the-shelf convolutional neural network features for pulmonary nodule detection in computed tomography scans,10.1109/ISBI.2015.7163869,259
8038506,8b3995db48fa7ab9539e3aaa72eb71cba8e68802,Predictive Accuracy of the PanCan Lung Cancer Risk Prediction Model -External Validation based on CT from the Danish Lung Cancer Screening Trial,10.1007/s00330-015-3689-0,66
8038506,a11db962a303ac6cb6ff4216659189c2ed378c21,Automatic quantification of subretinal fluid in central serous chorioretinopathy in 3D optical coherence tomography images,,0
8038506,ae6efa478f3ecc99f2273effad86f7a8a78a333a,Automated age-related macular degeneration classification in OCT using unsupervised feature learning,10.1117/12.2081521,69
8038506,bcdc96b82387f57a2cfda77682add942d2fe798c,"Automatic Detection of Tuberculosis in Chest Radiographs Using a Combination of Textural, Focal, and Shape Abnormality Analysis",10.1109/TMI.2015.2405761,70
8038506,c00533c3203b54405ba3192167c83a080a536ff1,Detection and quantification of the solid component in pulmonary subsolid nodules by semiautomatic segmentation,10.1007/s00330-014-3427-z,55
8038506,c46078f5f85c01090f2ee949a0d332de7d6e4463,Bag-of-Frequencies: A Descriptor of Pulmonary Nodules in Computed Tomography Images,10.1109/TMI.2014.2371821,54
8038506,f59a55d1e7cb49f8b2062df48ecd267b24191aa8,Computer-aided detection of lung cancer: combining pulmonary nodule detection systems with a tumor risk prediction model,10.1117/12.2080955,5
8038506,f6f8f2eea0b4992cc64dc0d850061eee8837ecb7,Reproducibility of airway wall thickness measurements on CT in a lung cancer screening setting,10.1183/13993003.CONGRESS-2015.PA762,1
8038506,f7fc14ab71c783222a73599cc2dfd4e4e19e4b78,Bone density is associated with emphysema and air trapping on CT in smokers,10.1183/13993003.CONGRESS-2015.PA3754,1
8038506,03582bc12f4bb32136d028e3d09fa07b98b25bb9,Effect of image variation on computer-aided detection systems,10.1117/12.2043520,1
8038506,1e742e102e77881837a2c8b8ada295217a7ea4ef,Multiple-instance learning for computer-aided detection of tuberculosis,10.1117/12.2043018,13
8038506,37152c02e2e92a6c796c062ccb749974197d4f0c,"Contribution of CT Quantified Emphysema, Air Trapping and Airway Wall Thickness on Pulmonary Function in Male Smokers With and Without COPD",10.3109/15412555.2014.933952,46
8038506,45a0d554907e10b52846ac7757e24f9ddc9a9d4e,Interscan variation of semi-automated volumetry of subsolid pulmonary nodules,10.1007/s00330-014-3478-1,27
8038506,5e8d92d23959661851fa64fee44597df24b828b2,Using the Fourth Dimension to Distinguish Between Structures for Anisotropic Diffusion Filtering in 4D CT Perfusion Scans,10.1007/978-3-319-14905-9_7,2
8038506,62afab23818aaa1e5d5fcc08ea025d2862edbcb2,Automatic detection of reticular drusen using multimodal retinal image analysis,,0
8038506,704081db7542b73bbdcefe9ae7e7dc19fe4316c0,Automatic detection of subsolid pulmonary nodules in thoracic computed tomography images,10.1016/j.media.2013.12.001,234
8038506,7c3b72baf8b5488fcacfcb99a09c6365294c10e3,CAD4TB validation study IHI Tanzania,10.6084/m9.figshare.936571.v1,0
8038506,93b9abde7345b389113dd9656f6d7b9a43f261bb,Automated detection and quantification of micronodules in thoracic CT scans to identify subjects at risk for silicosis,10.1117/12.2043536,2
8038506,b2b0b7891f02492fe0452d6dea3297c57a85476b,computer-aided Detection improves Detection of Pulmonary nodules in chest radiographs beyond the support by Bone-suppressed images 1,,0
8038506,b5233edf02fcfa9c994546ed8590246e2f432ec3,Pulmonary function and CT biomarkers as risk factors for cardiovascular events in male lung cancer screening participants: the NELSON study,10.1007/s00330-014-3384-6,7
8038506,c2114441f5e7ab560314ec222a9ab9a38cb9a62b,DIRBoost-An algorithm for boosting deformable image registration: Application to lung CT intra-subject registration,10.1016/j.media.2013.12.006,26
8038506,c286748728235f6b06e91e1e0ddb4fb3e2b97412,Learning Interstitial Lung Diseases CT Patterns from Reports Keywords,,2
8038506,cc83eabf4f833b8c92dcf6012dcce348591d060f,Evaluation of prostate segmentation algorithms for MRI: The PROMISE12 challenge,10.1016/j.media.2013.12.002,508
8038506,2b0c1e7e2d7743eb84b2e2a0784b2fd92ee7f373,Low-dose CT measurements of airway dimensions and emphysema associated with airflow limitation in heavy smokers,,0
8038506,2c75e1d3844da3a4152d44ed23d2281a84051083,A pattern recognition framework for vessel segmentation in 4D CT of the brain,10.1117/12.2006824,1
8038506,3740f221395f8283dfc90cf82449321c96034d73,Suppression of Translucent Elongated Structures: Applications in Chest Radiography,10.1109/TMI.2013.2274212,30
8038506,4ee7ca8fde4701977fdbe11398cd4983fbbca8ae,Automated segmentation of pulmonary structures in thoracic computed tomography scans: a review,10.1088/0031-9155/58/17/R187,60
8038506,55fe10fb639ffc833c1ba84dcb2b673275ef3773,Automated Scoring of Chest Radiographs for Tuberculosis Prevalence Surveys: A Combined Approach,,4
8038506,6ebb03d79f84be93e7f27f02fc5a4f0663d0a3b9,Evaluation of the DIRBoost algorithm on the EMPIRE 10 dataset,,0
8038506,7738d6a2cfdba31d771d4a8ab6649f2718ded3d5,Improved texture analysis for automatic detection of tuberculosis (TB) on chest radiographs with bone suppression images,10.1117/12.2008083,26
8038506,7841c4cf59be69cbba55ff31f302d0e1d6323bff,Normalization of chest radiographs,10.1117/12.2008238,10
8038506,8be6e1c3b1224ea96f6ddbfde8153e32ab9a1f75,A Bag of Words approach for discriminating between retinal images containing exudates or drusen,10.1109/ISBI.2013.6556806,25
8038506,a016412367ed40d9c5b76383109dcc4f833ff12f,Automated localization of costophrenic recesses and costophrenic angle measurement on frontal chest radiographs,10.1117/12.2008239,11
8038506,a9085fd32666cee3c7dd7117d4654f4e09ad4337,Normalization of CT scans reconstructed with different kernels to reduce variability in emphysema measurements,10.1117/12.2007962,2
8038506,cbbe7f568d45425dc6410a27c56468f9fdfefab1,A hardware implementation of a levelset algorithm for carotid lumen segmentation in CTA,10.1117/12.2007231,1
8038506,d80fa93bf60f2f3635eec2903b09e9848ecacf03,Automatic age-related macular degeneration detection and staging,10.1117/12.2007563,4
8038506,eaea24fdc6aa24479ff0cbd3b58dfcb2e8d56868,"Automatic Segmentation of the Pulmonary Lobes From Chest CT Scans Based on Fissures, Vessels, and Bronchi",10.1109/TMI.2012.2219881,109
8038506,f3620971b571617f95d5a2b1502e90230ee3fa23,"University of Groningen Computed Tomography Structural Lung Changes in Discordant Airflow Limitation Hoesein, Firdaus A. A. Mohamed; de Jong, Pim A.; Lammers, Jan-Willem J.; Mali, Willem",,0
8038506,07b1cfaff7bb3fcdd0df7ddd43cf46258be9438b,Automatic classication of pulmonary function in COPD patients using trachea analysis in chest CT scans,10.1117/12.911603,6
8038506,07b2f94dc6b1ea64bd3e3a6495830b3ed92506ce,Medical Imaging 2012: Computer-Aided Diagnosis,,3
8038506,1bae2990c101fa15e5f9b20919ab1d58da72e6f3,Cavity segmentation in chest radiographs,,0
8038506,1df43a13035c094cc8d3eafd058507f4f3e4c57c,Supervised Content Based Image Retrieval Using Radiology Reports,10.1007/978-3-642-31298-4_30,2
8038506,2012c7e5e9a96cafa9128f057db62ba372e3c702,Early Identification of Small Airways Disease on Lung Cancer Screening CT: Comparison of Current Air Trapping Measures,10.1007/s00408-012-9422-8,54
8038506,2afc979ce2117c36a6bc93edc575b3dbd60c7170,On Combining Algorithms for Deformable Image Registration,10.1007/978-3-642-31340-0_27,7
8038506,30a5be97d463a7e30248c1c5cc3511ded6205d8f,Contextual computer-aided detection: Improving bright lesion detection in retinal images and coronary calcification identification in CT scans,10.1016/j.media.2011.05.004,44
8038506,4d53bd36934e6f17b2e3eb58a8764d03340402e6,Brain tissue segmentation in 4D CT using voxel classification,10.1117/12.911189,2
8038506,5597d386256263f67338a1b41a90ac204aa5ad38,Automatic Coronary Calcium Scoring in Low-Dose Chest Computed Tomography,10.1109/TMI.2012.2216889,118
8038506,561164998d2d1b53d5709c2ddb84f4c306a82624,Clavicle segmentation in chest radiographs,10.1016/j.media.2012.06.009,55
8038506,8424ba5430293f681632f9a0c73547db7cefafe8,"SUNDAY, SEPTEMBER 2ND 2012 57. Functional imaging in pulmonary oncology and COPD. Radiation dose in chest CT: survey and real life",,0
8038506,8872a136642b7c45de906e5f3350d08da8915e31,DIRBoost: An algorithm for boosting deformable image registration,10.1109/ISBI.2012.6235813,9
8038506,91e9a0a4318c95e05c7b1f490e55f737faceddfb,Interactive classification of lung tissue in CT scans by combining prior and interactively obtained training data: A simulation study,,2
