staff_id,staff_name,ss_year,ss_id,title,doi,Should be in diag.bib,Reason
123637526,Bram van Ginneken,2022,8886b367e66dbb154444b2d28b65718e3835fa02,Lung tissue shows divergent gene expression between chronic obstructive pulmonary disease and idiopathic pulmonary fibrosis,10.1186/s12931-022-02013-w,no,COPD Investigators
123637526,Bram van Ginneken,2021,45e4783358f99dc26ef9796a75aa9f22f8e003e5,Computer-aided diagnosis of masses in breast CT imaging: combined power of handcrafted and deep learning radiomics,10.1016/s1120-1797(22)00024-2,no,Conference live session
123637526,Bram van Ginneken,2021,cd44e3862af36a57aa951db042cacd7d06c43509,Mucus plugging on computed tomography and chronic bronchitis in chronic obstructive pulmonary disease,10.1186/s12931-021-01712-0,no,COPD Investigators
123637526,Bram van Ginneken,2020,5fe95d30f91811c50743420bd6623bde09b99e1a,Vitamin D deficiency is associated with respiratory symptoms and airway wall thickening in smokers with and without COPD: a prospective cohort study,10.1186/s12890-020-1148-4,no,COPD Investigators
123637526,Bram van Ginneken,2018,682e8febc5d053766fefe1ee2de5ca2ff39762f2,Author Correction: White Matter and Gray Matter Segmentation in 4D Computed Tomography,10.1038/s41598-018-25729-6,no,Author Correction
143613202,Francesco Ciompi,2023,6ab3424f10b236c992d823568dfca2075e2ad46e,Abstract P2-11-34: Mitotic spindle hotspot counting using deep learning networks is highly associated with clinical outcomes in patients with early-stage triple-negative breast cancer who did not receive systemic therapy,10.1158/1538-7445.sabcs22-p2-11-34,no,Abstract
143613202,Francesco Ciompi,2023,f63d82385cfe245d5b4241baabf417ab4476912b,Multi-resolution deep learning characterizes tertiary lymphoid structures in solid tumors,10.1101/2023.04.03.535381,no,doi has 'type' tag: 'posted-content'. Can be result of preprint article 
143613202,Francesco Ciompi,2022,2d9d26e7402817aed359cb3fb029d9082183f007,14P Deep learning-based quantification of immune infiltrate for predicting response to pembrolizumab from pre-treatment biopsies of metastatic non-small cell lung cancer: A study on the PEMBRO-RT phase II trial,10.1016/j.iotech.2022.100119,no,Abstract
143613202,Francesco Ciompi,2022,631c4938fa46537e91e1420fb9fb1a5428114c61,Predicting pathological complete response to neoadjuvant chemotherapy in breast cancer from routine diagnostic histopathology biopsies,10.1101/2022.11.11.22282205,no,preprint
143613202,Francesco Ciompi,2020,889cc0565d6e2e844f4db0132c71a612672d2497,Pitfalls in assessing stromal tumor infiltrating lymphocytes (sTILs) in breast cancer,10.1038/s41523-020-0156-0,no,International Immuno-Oncology Biomarker Working Group
143613202,Francesco Ciompi,2020,bd6954422d3582093d26b76ac743991219c91351,Deep learning enables fully automated mitotic density assessment in breast cancer histopathology,10.1016/s0959-8049(20)30764-4,no,Poster Presentation
143613202,Francesco Ciompi,2020,c52daf1cb971120c4083116cfc213acbaac6faaf,Application of a risk-management framework for integration of stromal tumor-infiltrating lymphocytes in clinical trials,10.1038/s41523-020-0155-1,no,International Immuno-Oncology Biomarker Working Group
8038506,Bram van Ginneken,2023,e738d94746b0f33b1c48737022ab186618d4d4cd,SimpleRad: Patient-Friendly Dutch Radiology Reports,10.1007/978-3-031-28241-6_18,no,Lecture notes
8038506,Bram van Ginneken,2022,2d49fb82fd715a213e2149f9f08dd2fb4749b235,Challenges in digital medicine applications in under-resourced settings,10.1038/s41467-022-30728-3,no,Interviewing article with experts
8038506,Bram van Ginneken,2022,2f2182f8e55be5a85c1316cd1b181cd5c85c106c,Metrics reloaded: Pitfalls and recommendations for image analysis validation,10.48550/arXiv.2206.01653,no,211 page document about Image analysis
8038506,Bram van Ginneken,2022,bc6b483f9b1fa630fa4b43158b13716f1ca7497b,Domain adaptation strategies for cancer-independent detection of lymph node metastases,10.48550/arXiv.2207.06193,no,"Arxiv paper, no published tag"
8038506,Bram van Ginneken,2019,14701232a78e72a3a780d01e59c943037e21902f,Genetic landscape of chronic obstructive pulmonary disease identifies heterogeneous cell type and phenotype associations,10.1038/s41588-018-0342-2,no,COPD Genetics Consortium
8038506,Bram van Ginneken,2018,6b604b6896cfd670bd9afe4172a2e5bf591b0cc2,MA20.09 Improved Lung Cancer and Mortality Prediction Accuracy Using Survival Models Based on Semi-Automatic CT Image Measurements,10.1016/J.JTHO.2018.08.488,no,Oral abstract
8038506,Bram van Ginneken,2018,76e5406b159352dc13b051f3e1b7259abb499317,Real-Life Artificial Intelligence Applications,10.5334/JBSR.1656,no,Short abstract
8038506,Bram van Ginneken,2018,d1e0a041fc417d82c584191ecf5b3b536127d9e0,"Erratum: â€œComputed tomography quantification of tracheal abnormalities in COPD and their influence on airflow limitation.â€ [Med. Phys., 44: 3594-3603 (2017)]",10.1002/MP.13065,no,Eratum
8038506,Bram van Ginneken,2018,f886ee663da1c3987b5828d62bd8176f6f3dc79e,ES01.03 Deep Machine Learning for Screening LDCT,10.1016/j.jtho.2018.08.020,no,Education Session
8038506,Bram van Ginneken,2017,63c9344c2046a0403941eb8a91d307b9e1190928,MA 14.11 Malignancy Risk Prediction of Pulmonary Nodule in Lung Cancer Screening â€“ Diameter Or Volumetric Measurement,10.1016/J.JTHO.2017.09.580,no,Oral abstract
8038506,Bram van Ginneken,2015,2fa5f435f41242e8ef053e94ae7af400014ca7d3,"Erratum: Towards a close computed tomography monitoring approach for screen detected subsolid pulmonary nodules? (vol 45, pg 765, 2015)",10.1183/09031936.50005914,no,Eratum
8038506,Bram van Ginneken,2015,368d4191051016d050fd0c7bd1e166ada03ce00a,Detection of Lung Nodules in Chest Radiography,10.1201/B18191-11,no,Chapter in book
8038506,Bram van Ginneken,2015,f6f8f2eea0b4992cc64dc0d850061eee8837ecb7,Reproducibility of airway wall thickness measurements on CT in a lung cancer screening setting,10.1183/13993003.CONGRESS-2015.PA762,no,Conference abstract
8038506,Bram van Ginneken,2015,f7fc14ab71c783222a73599cc2dfd4e4e19e4b78,Bone density is associated with emphysema and air trapping on CT in smokers,10.1183/13993003.CONGRESS-2015.PA3754,no,Conference abstract
123637526,Bram van Ginneken,2023,d4fcad866167d5eeb2e0b1f18027c65055b97ad2,Prevalence of abnormal spirometry in individuals with a smoking history and no known obstructive lung disease,10.1016/j.rmed.2023.107126,no,COPD Investigators
123637526,Bram van Ginneken,2022,8886b367e66dbb154444b2d28b65718e3835fa02,Lung tissue shows divergent gene expression between chronic obstructive pulmonary disease and idiopathic pulmonary fibrosis,10.1186/s12931-022-02013-w,no,COPD Investigators
123637526,Bram van Ginneken,2021,45e4783358f99dc26ef9796a75aa9f22f8e003e5,Computer-aided diagnosis of masses in breast CT imaging: combined power of handcrafted and deep learning radiomics,10.1016/s1120-1797(22)00024-2,no,Conference live session
123637526,Bram van Ginneken,2021,cd44e3862af36a57aa951db042cacd7d06c43509,Mucus plugging on computed tomography and chronic bronchitis in chronic obstructive pulmonary disease,10.1186/s12931-021-01712-0,no,COPD Investigators
123637526,Bram van Ginneken,2020,5fe95d30f91811c50743420bd6623bde09b99e1a,Vitamin D deficiency is associated with respiratory symptoms and airway wall thickening in smokers with and without COPD: a prospective cohort study,10.1186/s12890-020-1148-4,no,COPD Investigators
123637526,Bram van Ginneken,2018,682e8febc5d053766fefe1ee2de5ca2ff39762f2,Author Correction: White Matter and Gray Matter Segmentation in 4D Computed Tomography,10.1038/s41598-018-25729-6,no,Author Correction
143613202,Francesco Ciompi,2023,6ab3424f10b236c992d823568dfca2075e2ad46e,Abstract P2-11-34: Mitotic spindle hotspot counting using deep learning networks is highly associated with clinical outcomes in patients with early-stage triple-negative breast cancer who did not receive systemic therapy,10.1158/1538-7445.sabcs22-p2-11-34,no,Abstract
143613202,Francesco Ciompi,2023,f63d82385cfe245d5b4241baabf417ab4476912b,Multi-resolution deep learning characterizes tertiary lymphoid structures in solid tumors,10.1101/2023.04.03.535381,no,doi has 'type' tag: 'posted-content'. Can be result of preprint article 
143613202,Francesco Ciompi,2022,2d9d26e7402817aed359cb3fb029d9082183f007,14P Deep learning-based quantification of immune infiltrate for predicting response to pembrolizumab from pre-treatment biopsies of metastatic non-small cell lung cancer: A study on the PEMBRO-RT phase II trial,10.1016/j.iotech.2022.100119,no,Abstract
143613202,Francesco Ciompi,2022,631c4938fa46537e91e1420fb9fb1a5428114c61,Predicting pathological complete response to neoadjuvant chemotherapy in breast cancer from routine diagnostic histopathology biopsies,10.1101/2022.11.11.22282205,no,preprint
143613202,Francesco Ciompi,2020,889cc0565d6e2e844f4db0132c71a612672d2497,Pitfalls in assessing stromal tumor infiltrating lymphocytes (sTILs) in breast cancer,10.1038/s41523-020-0156-0,no,International Immuno-Oncology Biomarker Working Group
143613202,Francesco Ciompi,2020,bd6954422d3582093d26b76ac743991219c91351,Deep learning enables fully automated mitotic density assessment in breast cancer histopathology,10.1016/s0959-8049(20)30764-4,no,Poster Presentation
143613202,Francesco Ciompi,2020,c52daf1cb971120c4083116cfc213acbaac6faaf,Application of a risk-management framework for integration of stromal tumor-infiltrating lymphocytes in clinical trials,10.1038/s41523-020-0155-1,no,International Immuno-Oncology Biomarker Working Group
4960344,James Meakin,2022,8526bb601d889c7c3924b2a290656a37785d184b,Erratum to: Velocityâ€selective arterial spin labeling perfusion MRI: A review of the state of the art and recommendations for clinical implementation (MagnÂ Reson Med. 2022; 88:1528â€“1547),10.1002/mrm.29504,no,erratum 
2116215861,Ajay Patel,2017,bd9e7ce901d9c8f745a67bad65308c06434be4ca,"Implementing Pneumococcal Vaccination in Hospitalized Adults with COPD, Asthma, Current Smokers, and/or Over Age 65 Years. A Performance Improvement Project",10.1093/OFID/OFX163.1199,no,poster abstract
123637526,Bram van Ginneken,2018,494b9b7c529517bb40c67653556cf17164948942,Blood eosinophil count thresholds and exacerbations in patients with chronic obstructive pulmonary disease,10.1016/j.jaci.2018.04.010,no,COPDGene and ECLIPSE Investigators
123637526,Bram van Ginneken,2020,a883405868815a36ab2f32d7c678f5447d6c1e01,Disease Progression Modelling in Chronic Obstructive Pulmonary Disease (COPD).,10.1164/rccm.201908-1600OC,no,COPDGene and ECLIPSE Investigators
2109170880,"Ajay Patel, Rashindra Manniesing",2016,e7abcec2ecff1af9b9fe8c480b18b17f0ca5d977,Automatic interpretation of 4D computed tomography images in acute stroke,10.1117/2.1201609.006617,no,SPIE newsroom article
2074975080,Matthieu Rutten,2022,1a69398886fc36dfd3d46819aa5000cbbb549cf2,"Abstract PD11-05: Intelligent shear-wave elastography to reduce unnecessary biopsies in breast cancer diagnosis (INSPiRED 002): An international, multicenter analysis",10.1158/1538-7445.sabcs21-pd11-05,no,Abstract
145441238,Jeroen van der Laak,2023,ef5041166bb1482a6d2f33d308c82f6158f90d6d,The Banff 2022 Kidney Meeting Work Plan: Data-Driven Refinement of the Banff Classification for Renal Allografts,10.2139/ssrn.4444233,no,meeting notes
145441238,Jeroen van der Laak,2023,3c75e430d92041b23d77e4c8675fb06ab2f65b04,"What happened in Digital and Computational Pathology at the European Congress of Pathology, Basel, 2022?",10.47184/tp.2023.01.04,no,WG report/ blogpost on ECP 2022
32649341,Jonas Teuwen,2018,71e3ac25735f2b8559f9d444cf31dff7a34569a2,[I253] Basics of deep learning,10.1016/J.EJMP.2018.06.325,no,abstract
2913408,Nikolas Lessman,2020,a45dad8a11aa9987154df9dd996c91c86677ac06,The risk of cardiovascular disease in irradiated breast cancer patients: The role of cardiac calcifications and adjuvant treatment,10.1016/s0959-8049(20)30543-8,no,Oral abstract
1745574,Nico Karssemeijer,2019,4c6cc85b59d663bc71c6edb3dbfa355cd1711a2d,Abstract P6-13-01: MRI breast cancer screening compared to mammography in women with a familial risk: A multicenter randomized controlled trial,10.1158/1538-7445.SABCS18-P6-13-01,no,abstract
145388932,Jeroen van der Laak,2020,65013e6ab482551a6671ff916eff71a02586f451,Abstract 2113: Discrimination of benign breast disease from normal lobules using an automated computational pathology algorithm,10.1158/1538-7445.am2020-2113,no,abstract
145388932,Jeroen van der Laak,2019,720dcc4174c00f80e18070b98ced8ec380bc3097,Abstract 651: Analysis of the immune microenvironment to advance breast cancer risk prediction and prevention,10.1158/1538-7445.SABCS18-651,no,abstract
1745574,Nico Karssemeijer,2019,e92f136f51e91eb012751fe91122788f9d3de75e,Abstract MS1-2: Deep learning systems for reading mammograms and breast tomosynthesis,10.1158/1538-7445.sabcs18-ms1-2,no,abstract
1745574,Nico Karssemeijer,2020,7e1445ce8a21ee15df11d4abe91a40662ccce538,Breast Lesion Excision System as a treatment method for small invasive breast cancers,10.1016/s0959-8049(20)30589-x,no,poster
32649341,Jonas Teuwen,2020,ef2b9224e6cb13dfcc23d04ec68ce39c89e8cab0,PH-0127: Quantifying intra-fractional gastric wall motion for MR-guided radiotherapy,10.1016/S0167-8140(21)00154-7,no,poster
32649341,Jonas Teuwen,2020,74be9a2d4d628b5e8477190031857fd46ff1d469,PO-0992: Pericardial effusion after radiotherapy for Non-Small Cell Lung Cancer,10.1016/S0167-8140(21)01009-4,no,presentation at ESTRO 
32649341,Jonas Teuwen,2020,b037dc1dfed5de9a4834d58ea24495125f13201b,PO-1747: Segmentation of the heart using a Residual Unet model,10.1016/S0167-8140(21)01765-5,no,presentation at ESTRO 
2913408,Nikolas Lessman,2020,5bfffb5745676f0369372f246c27939760f05f4c,OC-0109: Cardiovascular risk assessment based on cardiac calcifications on breast RT planning CT scans,10.1016/S0167-8140(21)00135-3,no,"presentation, paper has different doi"
2074975080,Matthieu Rutten,2020,31f7b71202b51458d19599160be61c9052476c29,Erratum: Present Status of Musculoskeletal Radiology in Europe: International Survey by the European Society of Musculoskeletal Radiology (ESSR),10.1055/s-0040-1722564,no,erratum 
1745574,Nico Karssemeijer,2018,ad02412957fc8cdb63a207b351f6a07c5f21cce3,[OA245] Channelized hotelling observer performance in acquired mammographic images of an anthropomorphic breast phantom,10.1016/J.EJMP.2018.06.317,no,abstract from 89007a5745f46d11c824d8c74b9f6492b6da492f
123637526,Bram van Ginneken,2019,0b7485b0593a744432ddc552c24bc74cbbba4c3c,"Combined Forced Expiratory Volume in 1 Second and Forced Vital Capacity Bronchodilator Response, Exacerbations, and Mortality in Chronic Obstructive Pulmonary Disease",10.1513/ANNALSATS.201809-601OC,no,"COPDGene investigator, not an actual author"
8038506,"Bram van Ginneken, Colin Jacobs",2015,2fa5f435f41242e8ef053e94ae7af400014ca7d3,"Erratum: Towards a close computed tomography monitoring approach for screen detected subsolid pulmonary nodules? (vol 45, pg 765, 2015)",10.1183/09031936.50005914,no,erratum 
2895994,"Colin Jacobs, Geert Litjens, Nico Karssemeijer",2016,4e6b705773934f42387213d2aeeac950a636119f,JMI 2015 List of Reviewers.,10.1117/1.JMI.3.1.010101,no,list of reviewers
34754023,"Henkjan Huisman, Nico Karssemeijer",2019,4d7f0ccc132e6d29c8227bffa572495a9e4646bd,JMI 2018 List of Reviewers.,10.1117/1.JMI.6.1.010101,no,list of reviewers
34754023,"Henkjan Huisman, Nico Karssemeijer",2020,50c847f76d620edd5202c5a6a102198f991a3044,2019 List of Reviewers,10.1117/1.JMI.7.1.010102,no,list of reviewers
8038506,"Bram van Ginneken, Alessa Hering, Keelin Murphy",2020,888c62de7448e14302c3c2ed7dc062829ea279d7,Learn2Reg Challenge: CT Lung Registration - Training Data,10.5281/ZENODO.3835682,no,training data
143613202,"Francesco Ciompi, Jeroen van der Laak, Geert Litjens",2017,ab781b4dc45e73ddfe6383a108a813a6739f1753,"The Digital Pathology Association's Annual Conference October 1-3 | Manchester Grand Hyatt | San Diego, CA",10.1016/s2153-3539(22)00450-3,no,Oral abstract
8038506,"Bram van Ginneken, Alessa Hering, Keelin Murphy",2020,efec0825343cfb78df86f34488019a51aaa4949a,Learn2Reg Challenge: CT Lung Registration - Test Data,10.5281/ZENODO.4048761,no,test data
123637526,"Bram van Ginneken, Bram Platel, Clarisa Sanchez, Rashindra Manniesing, Bram van Ginneken, Bram Platel, Clarisa Sanchez, Rashindra Manniesing",2018,682e8febc5d053766fefe1ee2de5ca2ff39762f2,Author Correction: White Matter and Gray Matter Segmentation in 4D Computed Tomography,10.1038/s41598-018-25729-6,no,small author correction
123637526,"Bram van Ginneken, Francesco Ciompi, Cornelia Schaefer-Prokop",2017,86b9d39fb026746752f95f87f87fd26b8512c913,Corrigendum: Towards automatic pulmonary nodule management in lung cancer screening with deep learning,10.1038/srep46878,no,small author correction
143613202,"Francesco Ciompi, Jeroen van der Laak",2020,aff9f3cd8024fb64c7ea36d396a36ebf33d01f5b,Correction to: Assessment of individual tumor buds using keratin immunohistochemistry: moderate interobserver agreement suggests a role for machine learning,10.1038/s41379-019-0450-2,no,small author correction
145959882,Geert Litjens,2022,b5b05d05d826fcfdcc92a6a5710c84f346610f1f,Crowdsourcing of artificial intelligence algorithms for diagnosis and Gleason grading of prostate cancer in biopsies,10.1016/s0302-2838(22)00693-5,no,abstract for congress
4960344,James Meakin,2017,40793c67a65ea507a10996edd506b95f53564647,ARTERIAL SPIN LABELLING MRI OF CEREBRAL TUMOURS IN,10.1093/NEUONC/NOX036.484,no,incorrect SS entry
1745574,Nico Karssemeijer,2015,b524b929a3e43348cbfd493b1696cf5a283c5e98,Detection and Diagnosis of Breast Masses in Mammography,10.1201/B18191-4,no,Chapter in book
32649341,Jonas Teuwen,2020,4f36ca4e813f7913d2b94edced1b35b05670c8cb,Convolutional neural networks,10.1016/b978-0-12-816176-0.00025-9,no,Chapter in book
34754023,Henkjan Huisman,2020,f08e36943c749664187e39f1b1ba2acde05cd1b1,Prostate cancer,10.1201/9780203732656-17,no,Chapter in book
145959882,Geert Litjens,2021,9a366d2c99f3c6f21989690e9cc84581e598624c,Automatic tumour segmentation in H&E-stained whole-slide images of the pancreas.,10.1117/12.2611542,no,"SPIE poster + presentation + paper, paper has also own doi"
2074975080,Matthieu Rutten,2020,31f7b71202b51458d19599160be61c9052476c29,Erratum: Present Status of Musculoskeletal Radiology in Europe: International Survey by the European Society of Musculoskeletal Radiology (ESSR),10.1055/s-0040-1722564,no,erratum 
1419819133,Cornelia Schaefer-Prokop,2019,b9c6173c57aa5ee76631feab341e5b3111a2f816,Pulmonary Manifestations of Systemic Diseases,10.1007/978-3-030-11149-6_11,no,Chapter in book
8038506,"Bram van Ginneken, Alessa Hering, Keelin Murphy",2020,888c62de7448e14302c3c2ed7dc062829ea279d7,Learn2Reg Challenge: CT Lung Registration - Training Data,10.5281/ZENODO.3835682,no,training data
8038506,"Bram van Ginneken, Alessa Hering, Keelin Murphy",2020,efec0825343cfb78df86f34488019a51aaa4949a,Learn2Reg Challenge: CT Lung Registration - Test Data,10.5281/ZENODO.4048761,no,test data
143613202,Francesco Ciompi,2021,aecc480d2861d1e848ccdc4c5383be9367525f39,MItosis DOmain Generalization Challenge (MICCAI-MIDOG 2021) Training Data,10.5281/ZENODO.4643381,no,training data
143613202,Francesco Ciompi,2019,7f98999a9e47db537fe37454bd7b8fd9059052e7,14th European Congress on Digital Pathology,10.4103/2153-3539.270744,no,presentation abstract (and no doi for abstract)
123637526,Bram van Ginneken,2017,f09488ac1b4b5e046aebaf87f59cee1e3312e9e9,JMI 2016 List of Reviewers.,10.1117/1.JMI.4.1.010101,no,list of reviewers
2913408,Nikolas Lessman,2020,50c847f76d620edd5202c5a6a102198f991a3044,2019 List of Reviewers,10.1117/1.JMI.7.1.010102,no,list of reviewers
34754023,Henkjan Huisman,2020,d10ef40b8b13d9c07d0fc86a534609fbbb2e0423,Author Correction: Introducing PIONEER: a project to harness big data in prostate cancer research,10.1038/s41585-020-0355-3,no,small author correction + PIONEER consortium 
1745574,Nico Karssemeijer,2019,4d7f0ccc132e6d29c8227bffa572495a9e4646bd,JMI 2018 List of Reviewers.,10.1117/1.JMI.6.1.010101,no,list of reviewers
,,2015,6368b6d0ede9eb21b624b90fc66bcaa2bfb8ef44,Fall 2015 Meeting of the NVPHBV,,no,meeting abstracts
5752941,Jos Thannhauser,2022,0920bab15c77b8ec169bb7961287c38dcf41cedb,Abstract 134: The Impact Of Alcohol Use On The Quality Of Cardiopulmonary Resuscitation: A Prespecified Analysis Of A Randomised Trial,10.1161/circ.146.suppl_1.134,no,abstract
,,2021,4202f56b0e22eedd6921d9b26519bc72f89cf4fd,Correction to: Incorporating radiomics into clinical trials: expert consensus endorsed by the European Society of Radiology on considerations for data-driven compared to biologically driven quantitative biomarkers,10.1007/s00330-021-07721-3,no,small author correction
2913408,Nikolas Lessman,2019,6f8fe54a656d0f1e448a6142a41c41316605c98f,P3411Prevalence and risk factors of multifocal cardiovascular calcification in patients at high cardiovascular risk,10.1093/eurheartj/ehz745.0285,no,poster session abstract
