ss_id,ss_title,max_bibkey,max_bib_title,max_ratio,up80_bibkeys,up80_bib_titles,up80_ratios
00d6e9cc516828691252d55e2e94e42c4212ba19,Semi-automatic Image Registration of MRI to CT Data of the Prostate Using Gold Markers as Fiducials,Lo13a,Semi-automated segmentation of pulmonary lobes in chest CT scans using evolving surfaces,0.5240641711229946,,,
00f84e14bc59fd215a0358974b6f0fc9f5bb56a8,Detección automática de microaneurismas en retinografías,Niem10,Retinopathy online challenge: automatic detection of microaneurysms in digital color fundus photographs,0.5157232704402516,,,
010f33ceac3fb9aae25cb7ef51ba0f0dda95bb24,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images: A comparison of risk model performances,Schr19,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images: A comparison of risk model performances,1.0,,,
010f33ceac3fb9aae25cb7ef51ba0f0dda95bb24,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images: A comparison of risk model performances,Schr19,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images: A comparison of risk model performances,1.0,,,
010f33ceac3fb9aae25cb7ef51ba0f0dda95bb24,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images: A comparison of risk model performances,Schr19,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images: A comparison of risk model performances,1.0,,,
014718afc12c16c0a80091c389bc661933484793,Artificial Intelligence for Diagnosis and Gleason Grading of Prostate Cancer in Biopsies-Current Status and Next Steps.,Kart21a,Artificial Intelligence for Diagnosis and Gleason Grading of Prostate Cancer in Biopsies-Current Status and Next Steps.,1.0,,,
01491b1e830ef88a3e39a06313bc27390167fd86,Computer aided detection of breast masses in mammography using support vector machine classification,Lesn11,Computer Aided Detection of Breast Masses in Mammography using Support Vector Machine Classification,1.0,,,
01a0358634c51da3d744e7d4ee21f09a235ef2e0,Meconium Aspiration Syndrome,Hoff16,Genetic Association Analysis of Drusen Progression,0.4358974358974359,,,
01b5a6b6200c50524f66674baf856fc090de8e39,Acute Gastrointestinal Bleeding,Hoge12,Clavicle segmentation in chest radiographs,0.4657534246575342,,,
01bb3eaa558de011fe6cf83f854ed64208cf6785,Computer-Aided Diagnosis With Temporal Analysis to Improve Radiologists’ Interpretation of Mammographic Mass Lesions,Timp10,Computer-aided diagnosis with temporal analysis to improve radiologists' interpretation of mammographic mass lesions,0.9913793103448276,,,
01df4624e9578fd597b0f0ee6d81ac508363e1eb,Fully automated detection of hyperreflective foci in optical coherence tomography,Venh17,Fully automated detection of hyperreflective foci in optical coherence tomography,1.0,,,
01df4624e9578fd597b0f0ee6d81ac508363e1eb,Fully automated detection of hyperreflective foci in optical coherence tomography,Venh17,Fully automated detection of hyperreflective foci in optical coherence tomography,1.0,,,
01e9a45f2aa66160883ff062da13e14f4ea96199,"Differential impact of conventional and low‐dose oral hormone therapy, tibolone and raloxifene on mammographic breast density, assessed by an automated quantitative method",Eile08,"Differential impact of conventional and low-dose oral hormone therapy, tibolone and raloxifene on mammographic breast density, assessed by an automated quantitative method",0.9941520467836257,,,
024137b64819b9f18837d405e4ecff2572468c80,Breast segmentation in MRI: quantitative evaluation of three methods,Gube13,Breast segmentation in MRI: quantitative evaluation of three methods,1.0,,,
024bb3acac8036e8a335b909f91c78391dcd4868,Adaptive local multi-atlas segmentation: application to heart segmentation in chest CT scans,Rikx08,Adaptive Local Multi-Atlas Segmentation: Application to Heart Segmentation in Chest CT Scans,1.0,,,
0257287f6628466cb01815358a9955962faf43af,Illustrative uncertainty visualization of DTI fiber pathways,Brec12,Illustrative uncertainty visualization of DTI fiber pathways,1.0,,,
0288dfe9cbadb8464bccf1f2094989ed3b635c62,Peroxisome Proliferator-activated Receptor γ Activation Promotes Infiltration of Alternatively Activated Macrophages into Adipose Tissue*,Loog04d,Static posterior probability fusion for signal detection: applications in the detection of interstitial diseases in chest radiographs,0.45185185185185184,,,
02a6b1ae18332136192bc7977c366e6340e5c62c,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,Gall17a,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,1.0,,,
02a6b1ae18332136192bc7977c366e6340e5c62c,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,Gall17a,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,1.0,,,
02a6b1ae18332136192bc7977c366e6340e5c62c,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,Gall17a,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,1.0,,,
03254edc77c0459ad9fd9ea458c3ae171c0a4247,Intracerebral Haemorrhage Segmentation in Non-Contrast CT,Pate19a,Intracerebral haemorrhage segmentation in non-contrast CT,1.0,,,
03254edc77c0459ad9fd9ea458c3ae171c0a4247,Intracerebral Haemorrhage Segmentation in Non-Contrast CT,Pate19a,Intracerebral haemorrhage segmentation in non-contrast CT,1.0,,,
03254edc77c0459ad9fd9ea458c3ae171c0a4247,Intracerebral Haemorrhage Segmentation in Non-Contrast CT,Pate19a,Intracerebral haemorrhage segmentation in non-contrast CT,1.0,,,
032a0374513489195712dabb380d0feb3bb85d46,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening,Schr18,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening,1.0,,,
032a0374513489195712dabb380d0feb3bb85d46,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening,Schr18,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening,1.0,,,
032a0374513489195712dabb380d0feb3bb85d46,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening,Schr18,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening,1.0,,,
035397ac5e8e55ade890c76064260a11bccd20a2,Improved mammographic CAD performance using multi-view information: a Bayesian network framework,Veli09,Improved mammographic CAD performance using multi-view information: a Bayesian network framework,1.0,,,
03582bc12f4bb32136d028e3d09fa07b98b25bb9,Effect of image variation on computer-aided detection systems,Rabb14,Effect of image variation on computer aided detection systems,0.9836065573770492,,,
038a4c2ff6d67ddcdfe07449d6657e4d37493b8f,Pulmonary vasculature in thoracic CT scans : an automatic segmentation algorithm and a publicly available quantitative evaluation framework,Firo08,Intracranial Aneurysm Segmentation in CTA: Method and Quantitative Validation,0.5185185185185185,,,
0393858322baacc7a67867a444260d4f03c45c5c,Inverse Correlation between Genetic Aberrations and Malignancy Grade in Ependymal Tumors: A Paradox?,Hamb11,Relationship between Apparent Diffusion Coefficients at 3.0-T MR Imaging and Gleason Grade in Peripheral Zone Prostate Cancer,0.4622222222222222,,,
03a68b7a56dda9b3cecacfd01d4f7225998fe4c8,Clinical use of artificial intelligence products for radiology in the Netherlands between 2020 and 2022.,Leeu23a,Clinical use of artificial intelligence products for radiology in the Netherlands between 2020 and 2022,0.9951690821256038,,,
03a68b7a56dda9b3cecacfd01d4f7225998fe4c8,Clinical use of artificial intelligence products for radiology in the Netherlands between 2020 and 2022.,Leeu23a,Clinical use of artificial intelligence products for radiology in the Netherlands between 2020 and 2022,0.9951690821256038,,,
03ad8d7078805db6fbd4993b881045b462b4e028,Introducing PIONEER: a project to harness big data in prostate cancer research,Hoss19,Effect of Adding Probabilistic Zonal Prior in Deep Learning-based Prostate Cancer Detection,0.5088757396449705,,,
03c07dd19884c370e3a49106a27578ffc3697475,Conditional random field modelling of interactions between findings in mammography,Kooi17a,Conditional Random Field Modelling of Interactions Between Findings in Mammography,1.0,,,
03ef312b3d3e616fd7f0a2f2260c82ad62ed7ef1,Reversible Networks for Memory-efficient Image-to-Image Translation in 3 D Medical Imaging,Oude19,Reversible Networks for Memory-efficient Image-to-Image Translation in 3D Medical Imaging,0.994413407821229,,,
0445a1a0aa30c9ca41a8ab31463d617b849a0814,Evaluation of a System for Automatic Detection of Diabetic Retinopathy From Color Fundus Photographs in a Large Population of Patients With Diabetes,Abra08a,Evaluation of a system for automatic detection of diabetic retinopathy from color fundus photographs in a large population of patients with diabetes,1.0,,,
04507020e4e003042150dcc8602505d1bec71c49,GANs for Medical Image Analysis,Kaze18,GANs for Medical Image Analysis,1.0,"['Kaze18', 'Kaze20']","['GANs for Medical Image Analysis', 'GANs for Medical Image Analysis']","[1.0, 1.0]"
047a1a51dff311bfdbf5eed4ab11805d059bdf84,A comparison of methods for mammogram registration,Enge03,A comparison of methods for mammogram registration,1.0,,,
04eda893d160910706751960e4ca9dd730f42674,Perifissural nodules: ready for application into lung cancer CT screening?,Schr20b,Perifissural nodules: ready for application into lung cancer CT screening?,1.0,,,
05078a4b34fbf98a940b3ca7f97773632c787397,Improving weakly-supervised lesion localization with iterative saliency map refinement,Gonz18,Improving weakly-supervised lesion localization with iterative saliency map refinement,1.0,,,
05078a4b34fbf98a940b3ca7f97773632c787397,Improving weakly-supervised lesion localization with iterative saliency map refinement,Gonz18,Improving weakly-supervised lesion localization with iterative saliency map refinement,1.0,,,
0552dbeb5da3e5aa36dc876152c5634e0de64661,Iodine Maps from Subtraction CT or Dual-Energy CT to Detect Pulmonary Emboli with CT Angiography: A Multiple-Observer Study.,Boo11,Computer-aided Detection of Small Pulmonary Nodules in Chest Radiographs An Observer Study,0.514018691588785,,,
0566f2dbb3c0d1e814b2067f6a14664bdcbb9881,Coronary artery calcium can predict all-cause mortality and cardiovascular events on low-dose CT screening for lung cancer.,Jaco12a,Coronary Artery Calcium Can Predict All-Cause Mortality and Cardiovascular Events on Low-Dose CT Screening for Lung Cancer,0.9959183673469387,,,
056af49e670a8c5385d7c39977acd8d49de9fff0,An in vivo ultrasonic model of liver parenchyma,Huis98b,An in vivo ultrasonic model of liver parenchyma,1.0,,,
057100455efca559a6d38d31ed35cf56bdefc958,Relationship between apparent diffusion coefficients at 3.0-T MR imaging and Gleason grade in peripheral zone prostate cancer.,Hamb11,Relationship between Apparent Diffusion Coefficients at 3.0-T MR Imaging and Gleason Grade in Peripheral Zone Prostate Cancer,0.9960159362549801,,,
0586cbd2a31688a22dac13eafb768fa2edf56b47,Normalizing computed tomography data reconstructed with different filter kernels: effect on emphysema quantification,Gall16,Normalizing computed tomography data reconstructed with different filter kernels: effect on emphysema quantification,1.0,,,
05abf67f5320dd744e9edf76d5b04d4258bd49bd,Automated Measurement of the Arteriolar-to-Venular Width Ratio in Digital Color Fundus Photographs,Niem11b,Automated measurement of the arteriolar-to-venular width ratio in digital color fundus photographs,1.0,,,
05d1ef3f3fae550a68153dea6cdb3f53a6fb2294,Invariant Features for Discriminating Cysts from Solid Lesions in Mammography,Timp07,Temporal change analysis for characterization of mass lesions in mammography,0.5751633986928104,,,
05fc7e2ebc4b7b0efc9bc79d4c5119c1a4d8ae38,Detection of Prostate Cancer in Whole-Slide Images Through End-to-End Training With Image-Level Labels,Pinc21,Detection of prostate cancer in whole-slide images through end-to-end training with image-level labels.,0.9951219512195122,,,
05fc7e2ebc4b7b0efc9bc79d4c5119c1a4d8ae38,Detection of Prostate Cancer in Whole-Slide Images Through End-to-End Training With Image-Level Labels,Pinc21,Detection of prostate cancer in whole-slide images through end-to-end training with image-level labels.,0.9951219512195122,,,
0655dcaa39cf41a3609974840f91300d73b4aed1,The Liver Tumor Segmentation Benchmark (LiTS),Bili19,The Liver Tumor Segmentation Benchmark (LiTS),1.0,"['Bili19', 'Bili22']","['The Liver Tumor Segmentation Benchmark (LiTS)', 'The Liver Tumor Segmentation Benchmark (LiTS)']","[1.0, 1.0]"
0655dcaa39cf41a3609974840f91300d73b4aed1,The Liver Tumor Segmentation Benchmark (LiTS),Bili19,The Liver Tumor Segmentation Benchmark (LiTS),1.0,"['Bili19', 'Bili22']","['The Liver Tumor Segmentation Benchmark (LiTS)', 'The Liver Tumor Segmentation Benchmark (LiTS)']","[1.0, 1.0]"
06578dbe1d4b788eb0b6b0c84e3d4fae0ddf3a37,"HER2, chromosome 17 polysomy and DNA ploidy status in breast cancer; a translational study",Hali19,"HER2, chromosome 17 polysomy and DNA ploidy status in breast cancer; a translational study",1.0,,,
06bcda243a29be0892422c60b663f80cff21978a,Artificial intelligence assistance significantly improves Gleason grading of prostate biopsies by pathologists,Bult20a,Artificial Intelligence Assistance Significantly Improves Gleason Grading of Prostate Biopsies by Pathologists,1.0,,,
06bcda243a29be0892422c60b663f80cff21978a,Artificial intelligence assistance significantly improves Gleason grading of prostate biopsies by pathologists,Bult20a,Artificial Intelligence Assistance Significantly Improves Gleason Grading of Prostate Biopsies by Pathologists,1.0,,,
06c8b4c1dd0c045bc6a08d0062c5042b5588d55b,Pulmonary Nodule Detection in CT Images: False Positive Reduction Using Multi-View Convolutional Networks,Seti16,Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks,1.0,"['Deba19', 'Seti16']","['Lymph node detection in MR Lymphography: false positive reduction using multi-view convolutional neural networks', 'Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks']","[0.8202764976958525, 1.0]"
06c8b4c1dd0c045bc6a08d0062c5042b5588d55b,Pulmonary Nodule Detection in CT Images: False Positive Reduction Using Multi-View Convolutional Networks,Seti16,Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks,1.0,"['Deba19', 'Seti16']","['Lymph node detection in MR Lymphography: false positive reduction using multi-view convolutional neural networks', 'Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks']","[0.8202764976958525, 1.0]"
06c8b4c1dd0c045bc6a08d0062c5042b5588d55b,Pulmonary Nodule Detection in CT Images: False Positive Reduction Using Multi-View Convolutional Networks,Seti16,Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks,1.0,"['Deba19', 'Seti16']","['Lymph node detection in MR Lymphography: false positive reduction using multi-view convolutional neural networks', 'Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks']","[0.8202764976958525, 1.0]"
06c8b4c1dd0c045bc6a08d0062c5042b5588d55b,Pulmonary Nodule Detection in CT Images: False Positive Reduction Using Multi-View Convolutional Networks,Seti16,Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks,1.0,"['Deba19', 'Seti16']","['Lymph node detection in MR Lymphography: false positive reduction using multi-view convolutional neural networks', 'Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks']","[0.8202764976958525, 1.0]"
06c8b4c1dd0c045bc6a08d0062c5042b5588d55b,Pulmonary Nodule Detection in CT Images: False Positive Reduction Using Multi-View Convolutional Networks,Seti16,Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks,1.0,"['Deba19', 'Seti16']","['Lymph node detection in MR Lymphography: false positive reduction using multi-view convolutional neural networks', 'Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks']","[0.8202764976958525, 1.0]"
06d09d8c1c217b9bfa0f89736258b8f3b4edc555,Multiparametric MRI and auto-fixed volume of interest-based radiomics signature for clinically significant peripheral zone prostate cancer,Blek19,Multiparametric MRI and auto-fixed volume of interest-based radiomics signature for clinically significant peripheral zone prostate cancer,1.0,,,
06d272dcc4260690637651022e281399880d1c4d,The role of age-related macular degeneration associated variants in drusen progression,Venh15b,Automated Age-Related Macular Degeneration Classification in OCT using Unsupervised Feature Learning,0.6021505376344086,,,
06d9612eae5f1ba519cb6ea0d52721a3af2c03ef,Reliability of MRI tumor size measurements for minimal invasive treatment selection in small breast cancers.,Velz19c,Deep learning for calcium scoring in radiotherapy treatment planning CT scans in breast cancer patients,0.5023696682464455,,,
06ee6ed85131848ef70da625806ba480915aa2e0,Axillary lymph nodes in breast cancer cases,Litj10b,Pharmacokinetic modeling in breast cancer MRI,0.5681818181818182,,,
06f1f4bef8e1b2d90068fc9d4feb542fabbe836e,Recognition of clustered microcalcifications using a random field model,Kars93b,Recognition of clustered microcalcifications using a random field model,1.0,,,
07456424645481c6fcb32de1373978bbfc6e6e2c,Dimensionality Reduction by Canonical Contextual Correlation Projections,Loog04e,Dimensionality reduction by canonical contextual correlation projections,1.0,"['Loog04e', 'Loog05']","['Dimensionality reduction by canonical contextual correlation projections', 'Dimensionality reduction of image features using the canonical contextual correlation projection']","[1.0, 0.8214285714285714]"
0759829c3d1484b5ba08e60ffb8282207ab68a8b,Impact of PD-L1 and PD-1 Expression on the Prognostic Significance of CD8+ Tumor-Infiltrating Lymphocytes in Non-Small Cell Lung Cancer,Muna21,"Impact of PD-L1 and PD-1 Expression on the Prognostic Significance of CD8+, Tumor-Infiltrating Lymphocytes in Non-Small Cell Lung Cancer.",0.9926470588235294,,,
075efa458e06bd497f3007d17e98633aead4b4b1,Circulating tumour tissue fragments in patients with pulmonary metastasis of clear cell renal cell carcinoma,Hore14,Lung cancer probability in patients with CT-detected pulmonary nodules: a prespecified analysis of data from the NELSON trial of low-dose CT screening,0.4728682170542636,,,
0778bee7108adc686ab78dcd98758c76bf14bd36,Adapting Active Shape Models for 3D Segmentation of Tubular Structures in Medical Images,Brui03,Adapting Active Shape Models for 3D segmentation of tubular structures in medical images,1.0,,,
0783f67fc8b02251c6dc8480fc4507aa308a4192,SCREEN-TRIAL: Softcopy Reading in European Screening Mammography,Mord15,Vessel segmentation in screening mammograms,0.5607476635514018,,,
078e41cf1b20c481a7f9536ea2cc68b749a84180,Infantile Respiratory Distress Syndrome,Scha01c,[Radiological diagnosis of adult respiratory distress syndrome (ARDS)],0.6422018348623854,,,
07b1cfaff7bb3fcdd0df7ddd43cf46258be9438b,Automatic classication of pulmonary function in COPD patients using trachea analysis in chest CT scans,Rikx12,Automatic classication of pulmonary function in COPD patients using trachea analysis in chest CT scans,1.0,"['Estr12', 'Rikx12']","['Automatic classification of pulmonary function in COPD patients using trachea analysis in chest CT scans', 'Automatic classication of pulmonary function in COPD patients using trachea analysis in chest CT scans']","[0.9902912621359223, 1.0]"
07b2f94dc6b1ea64bd3e3a6495830b3ed92506ce,Medical Imaging 2012: Computer-Aided Diagnosis,Niem11a,On Combining Computer-Aided Detection Systems,0.5714285714285714,,,
0807697ee497d294c1ec272631c5f84aeeb2571e,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,Murp19,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,1.0,"['Murp19', 'Murp20']","['Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system', 'Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system']","[1.0, 1.0]"
0807697ee497d294c1ec272631c5f84aeeb2571e,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,Murp19,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,1.0,"['Murp19', 'Murp20']","['Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system', 'Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system']","[1.0, 1.0]"
081192653b4294975a09b1c003e8a68a805c1f68,Pharmacokinetic evaluation of DCIS,Litj10b,Pharmacokinetic modeling in breast cancer MRI,0.6075949367088608,,,
0831d694fa14d96916f62226c6c74d862f90772c,Accuracy of an automated system for tuberculosis detection on chest radiographs in high-risk screening,Mele18,Accuracy of an automated system for tuberculosis detection on chest radiographs in high-risk screening,1.0,,,
0831d694fa14d96916f62226c6c74d862f90772c,Accuracy of an automated system for tuberculosis detection on chest radiographs in high-risk screening,Mele18,Accuracy of an automated system for tuberculosis detection on chest radiographs in high-risk screening,1.0,,,
08509a76ccc2ef61e33ca17c13733ad2397780bb,Autoencoders for Multi-Label Prostate MR Segmentation,Geld18,Autoencoders for Multi-Label Prostate MR Segmentation,1.0,,,
086a39a4b16055705aa074381c0dc9a0c685fc1a,OP05. ARTERIAL SPIN LABELLING MRI OF CEREBRAL TUMOURS IN RATS,Mend10,Noise filtering in thin-slice 4D cerebral CT perfusion scans,0.49586776859504134,,,
08c1b02b22c53480dcf792b8346a5ae416a7bc00,"Innovations in thoracic imaging: CT, radiomics, AI and x‐ray velocimetry",Vlie22,"Innovations in thoracic imaging: CT, radiomics, AI and x-ray velocimetry",0.9861111111111112,,,
08e4dedc42f4673f3af944da663d5f50ada17176,Fusion of Local and Global Detection Systems to Detect Tuberculosis in Chest Radiographs,Hoge10a,Fusion of local and global detection systems to detect tuberculosis in chest radiographs,1.0,,,
0920bab15c77b8ec169bb7961287c38dcf41cedb,Abstract 134: The Impact Of Alcohol Use On The Quality Of Cardiopulmonary Resuscitation: A Prespecified Analysis Of A Randomised Trial,Hore14,Lung cancer probability in patients with CT-detected pulmonary nodules: a prespecified analysis of data from the NELSON trial of low-dose CT screening,0.4507042253521127,,,
0932c8d086f3646cd8a42f9ee5353fe092d73cd4,Encoding Clinical Priori in 3D Convolutional Neural Networks for Prostate Cancer Detection in bpMRI,Saha20b,Encoding Clinical Priori in 3D Convolutional Neural Networks for Prostate Cancer Detection in bpMRI,1.0,,,
0a0094567a4b50f0274c729c55d272608d1cdafc,Finding lesion correspondences in different views of automated 3D breast ultrasound,Tan13,Finding Lesion Correspondences in Different Views of Automated 3D Breast Ultrasound,1.0,,,
0a0094567a4b50f0274c729c55d272608d1cdafc,Finding lesion correspondences in different views of automated 3D breast ultrasound,Tan13,Finding Lesion Correspondences in Different Views of Automated 3D Breast Ultrasound,1.0,,,
0a650d21b9b30a7967b59b48630ee2c00fb9ccf6,Chromosome instability predicts the progression of premalignant oral lesions.,Vare05,Use of prior mammograms in the classification of benign and malignant masses,0.47058823529411764,,,
0a79db68b14b74dfd7637ed5b8a0a7aa2956e3ea,Artificial intelligence to detect MYC translocation in slides of diffuse large B-cell lymphoma,Swid20c,Artificial intelligence to detect MYC translocation in slides of diffuse large B-cell lymphoma,1.0,,,
0aabb1a4831d724bf28ef9a9a0d7bde6a1bb2ea7,Knowledge distillation with ensembles of convolutional neural networks for medical image segmentation,Noot22,Knowledge distillation with ensembles of convolutional neural networks for medical image segmentation,1.0,,,
0aabb1a4831d724bf28ef9a9a0d7bde6a1bb2ea7,Knowledge distillation with ensembles of convolutional neural networks for medical image segmentation,Noot22,Knowledge distillation with ensembles of convolutional neural networks for medical image segmentation,1.0,,,
0ab99aa04e3a8340a7552355fb547374a5604b24,Guest Editorial Deep Learning in Medical Imaging: Overview and Future Promise of an Exciting New Technique,Gree16,Deep Learning in Medical Imaging: Overview and Future Promise of an Exciting New Technique,0.9183673469387755,,,
0ad54bc84119cf0a8ff04d939cc0b4575d7e9b5a,Chest CT Super-resolution and Domain-adaptation using Memory-efficient 3D Reversible GANs,Oude19a,Chest CT Super-resolution and Domain-adaptation using Memory-efficient 3D Reversible GANs,1.0,,,
0ae68df9c2db0a0488903a76d56479cbf6bcd32f,Computer assisted analysis of the microvasculature in metastasized and nonmetastasized squamous cell carcinomas of the tongue,Vos10,Computer-assisted analysis of peripheral zone prostate lesions using T2-weighted and dynamic contrast enhanced T1-weighted MRI,0.47808764940239046,,,
0af2a2b7fadd371abc1c8c46b6b37433478ae638,Computer-aided detection of lung cancer on chest radiographs: effect on observer performance.,Hoop10c,Computer-aided Detection of Lung Cancer on Chest Radiographs: Effect on Observer Performance,0.9945945945945946,,,
0af2a2b7fadd371abc1c8c46b6b37433478ae638,Computer-aided detection of lung cancer on chest radiographs: effect on observer performance.,Hoop10c,Computer-aided Detection of Lung Cancer on Chest Radiographs: Effect on Observer Performance,0.9945945945945946,,,
0b10a3e57da548c641e38f7ad02937e6bd50203d,AI-assisted biparametric MRI surveillance of prostate cancer: feasibility study,Roest22a,AI-Assisted Biparametric MRI Surveillance of Prostate Cancer: Feasibility Study,1.0,"['Roest22a', 'Roest22b']","['AI-Assisted Biparametric MRI Surveillance of Prostate Cancer: Feasibility Study', 'AI-Assisted Biparametric MRI Surveillance of Prostate Cancer: Feasibility Study']","[1.0, 1.0]"
0b7485b0593a744432ddc552c24bc74cbbba4c3c,"Combined Forced Expiratory Volume in 1 Second and Forced Vital Capacity Bronchodilator Response, Exacerbations, and Mortality in Chronic Obstructive Pulmonary Disease",Schr20,Association between the number and size of intrapulmonary lymph nodes and chronic obstructive pulmonary disease severity,0.45454545454545453,,,
0b78520bea8310ff375cf953bbde10082db0eede,Empiric vs Preemptive Antifungal Strategy in High-Risk Neutropenic Patients on Fluconazole Prophylaxis: A Randomized Trial of the European Organization for Research and Treatment of Cancer,Rikx12b,Dynamic Hyperinflation in COPD Patients: Is It Related to Emphysema and Airway Morphology in Inspiration and Expiration Thoracic CT?,0.4,,,
0b86365ed2e292ae5da868946983b31f7a9dc391,Performance of Breast Cancer Screening Depends on Mammographic Compression,Holl16a,Performance of breast cancer screening depends on mammographic compression,1.0,,,
0bc084e751229e24c76a90f241d5d09ca9df1741,Hypertrophic Pyloric Stenosis,Geij18,Automatic color unmixing of IHC stained whole slide images,0.41379310344827586,,,
0c44949334771d4e331d792bc0db77c7fe708ca2,Robust and accurate quantification of biomarkers of immune cells in lung cancer micro-environment using deep convolutional neural networks,Apru19,Robust and accurate quantification of biomarkers of immune cells in lung cancer micro-environment using deep convolutional neural networks,1.0,,,
