ss_id,ss_title,max_bibkey,max_bib_title,max_ratio,up80_bibkeys,up80_bib_titles,up80_ratios
1b02bd4ef5cbf6d6fe99c1e52814ae27c17cf96b,Computer-Aided Detection of Prostate Cancer in MRI,Litj14c,Computer-aided detection of prostate cancer in MRI,1.0,"['Litj11b', 'Litj14c']","['Zone-specific Automatic Computer-aided Detection of Prostate Cancer in MRI', 'Computer-aided detection of prostate cancer in MRI']","[0.8064516129032258, 1.0]"
3196ac4ab6d696d96cd55656093b853a393cbba7,Computerized detection of cancer in multi-parametric prostate MRI,Litj15a,Computerized detection of cancer in multi-parametric prostate MRI,1.0,"['Litj11', 'Litj15a']","['Automatic Computer Aided Detection of Abnormalities in Multi-Parametric Prostate MRI', 'Computerized detection of cancer in multi-parametric prostate MRI']","[0.8187919463087249, 1.0]"
2968b96fae50ce329147b26f9c29d49439b74985,BIAS: Transparent reporting of biomedical image analysis challenges,Maie19,BIAS: Transparent reporting of biomedical image analysis challenges,1.0,"['Maie19', 'Maie20']","['BIAS: Transparent reporting of biomedical image analysis challenges', 'BIAS: Transparent reporting of biomedical image analysis challenges']","[1.0, 1.0]"
4607ec477007deebd18b51e8ba787beae8647303,Anisotropic 3D Multi-Stream CNN for Accurate Prostate Segmentation from Multi-Planar MRI,Meye20,Anisotropic 3D Multi-Stream CNN for Accurate Prostate Segmentation from Multi-Planar MRI,1.0,"['Meye20', 'Meye20a']","['Anisotropic 3D Multi-Stream CNN for Accurate Prostate Segmentation from Multi-Planar MRI', 'Anisotropic 3D Multi-Stream CNN for Accurate Prostate Segmentation from Multi-Planar MRI']","[1.0, 1.0]"
61d1507dec6ef557cba474c4f67b1d0ad3631fb0,Computer aided detection of tuberculosis on chest radiographs : An evaluation of the CAD 4 TB v 6 system,Murp19,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,0.9803921568627452,"['Murp19', 'Murp20']","['Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system', 'Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system']","[0.9803921568627451, 0.9803921568627451]"
0807697ee497d294c1ec272631c5f84aeeb2571e,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,Murp19,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,1.0,"['Murp19', 'Murp20']","['Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system', 'Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system']","[1.0, 1.0]"
c70d5169b5c69171cc2ed3ec40eebda0630988d9,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,Murp19,Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system,1.0,"['Murp19', 'Murp20']","['Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system', 'Computer aided detection of tuberculosis on chest radiographs: An evaluation of the CAD4TB v6 system']","[1.0, 1.0]"
cb695909a72f6a2b288bded8058ce8ab6398424c,Computer Vision Tool and Technician as First Reader of Lung Cancer Screening CT Scans,Ritc16,Computer Vision Tool and Technician as First Reader of Lung Cancer Screening CT Scans,1.0,"['Ritc15', 'Ritc16']","['Computer Vision Tool and Technician as First Reader of Lung Cancer Screening CT', 'Computer Vision Tool and Technician as First Reader of Lung Cancer Screening CT Scans']","[0.9634146341463414, 1.0]"
0b10a3e57da548c641e38f7ad02937e6bd50203d,AI-assisted biparametric MRI surveillance of prostate cancer: feasibility study,Roest22a,AI-Assisted Biparametric MRI Surveillance of Prostate Cancer: Feasibility Study,1.0,"['Roest22a', 'Roest22b']","['AI-Assisted Biparametric MRI Surveillance of Prostate Cancer: Feasibility Study', 'AI-Assisted Biparametric MRI Surveillance of Prostate Cancer: Feasibility Study']","[1.0, 1.0]"
6b18013b756f365ee486e752272327a554ea841a,Computer-aided detection improves detection of pulmonary nodules in chest radiographs beyond the support by bone-suppressed images.,Scha14e,Computer-aided detection improves detection of pulmonary nodules in chest radiographs beyond the support by bone-suppressed images,0.9961685823754788,"['Scha14a', 'Scha14e']","['Computer aided detection improves detection of pulmonary nodules in chest radiographs beyond the support by bone suppressed images', 'Computer-aided detection improves detection of pulmonary nodules in chest radiographs beyond the support by bone-suppressed images']","[0.9808429118773946, 0.9961685823754789]"
c00533c3203b54405ba3192167c83a080a536ff1,Detection and quantification of the solid component in pulmonary subsolid nodules by semiautomatic segmentation,Scho14d,Detection and quantification of the solid component in pulmonary subsolid nodules by semiautomatic segmentation,1.0,"['Scho14d', 'Scho15a']","['Detection and quantification of the solid component in pulmonary subsolid nodules by semiautomatic segmentation', 'Detection and quantification of the solid component in pulmonary subsolid nodules by semiautomatic segmentation']","[1.0, 1.0]"
c973f1bff6304e0e6d4656d1379d1414929b782f,Automatic detection of large pulmonary solid nodules in thoracic CT images.,Seti15a,Automatic detection of large pulmonary solid nodules in thoracic CT images,0.9932885906040269,"['Seti14', 'Seti15a']","['Automatic Detection of Large Pulmonary Nodules in Thoracic CT Images', 'Automatic detection of large pulmonary solid nodules in thoracic CT images']","[0.951048951048951, 0.9932885906040269]"
06c8b4c1dd0c045bc6a08d0062c5042b5588d55b,Pulmonary Nodule Detection in CT Images: False Positive Reduction Using Multi-View Convolutional Networks,Seti16,Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks,1.0,"['Deba19', 'Seti16']","['Lymph node detection in MR Lymphography: false positive reduction using multi-view convolutional neural networks', 'Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks']","[0.8202764976958525, 1.0]"
2704781e2ff16f7f31bd97e4d393e685b9ab0875,Classification of breast lesions in automated 3D breast ultrasound,Tan11,Classification of Breast Lesions in Automated 3D Breast Ultrasound,1.0,"['Tan11', 'Tan12']","['Classification of Breast Lesions in Automated 3D Breast Ultrasound', 'Detection of Breast Cancer in Automated 3D Breast Ultrasound']","[1.0, 0.8095238095238095]"
534510f570af42f0affc5967dbcaefeb25948aa8,Chest wall segmentation in automated 3D breast ultrasound scans,Tan13c,Chest Wall Segmentation in Automated 3D Breast Ultrasound Scans,1.0,"['Tan11c', 'Tan13c']","['Chest wall segmentation in automated 3D breast ultrasound using a cylinder model', 'Chest Wall Segmentation in Automated 3D Breast Ultrasound Scans']","[0.8531468531468531, 1.0]"
aa4b53329efa2fa1bc2aae5ab34baa945945125b,Automatic computer-aided detection of prostate cancer based on multiparametric magnetic resonance image analysis,Vos12a,Automatic computer-aided detection of prostate cancer based on multiparametric magnetic resonance image analysis,1.0,"['Litj14e', 'Vos12a']","['Computer-aided Detection of Prostate Cancer in Multi-parametric Magnetic Resonance Imaging', 'Automatic computer-aided detection of prostate cancer based on multiparametric magnetic resonance image analysis']","[0.8514851485148515, 1.0]"
b0255ad2c81689cfd14ec8573780400a5fbf7b99,Dense regression activation maps for lesion segmentation in CT scans of COVID-19 patients,Xie21a,Dense regression activation maps for lesion segmentation in CT scans of COVID-19 patients,1.0,"['Xie21a', 'Xie23']","['Dense regression activation maps for lesion segmentation in CT scans of COVID-19 patients', 'Dense regression activation maps for lesion segmentation in CT scans of COVID-19 patients']","[1.0, 1.0]"
